DIA;HORA;SITE;3G_UTRANCELL;VOICE DROP CALL RATE: E3GD003: % RAB Drop Voice;VOICE CALL SETUP SUCCESS RATE FOR FAST DORMANCY: E3GVSS012: % CSSR;CALL SETUP SUCCESS RATE PS (R99+HS) FOR FAST DORMANCY: E3GSSPS012: % CSSR PS;PS DROP CALL RATE (R99+HS): E3GPSD003: % RAB Drop PS;SOFT HANDOVER(EXCL. PREP): E3GSH001 - Voice Sho Success Ratio;INTERFREQUENCY HARD HANDOVER SUCCESS (EXCL. PREP): E3GHH001: Cs Interfrequency Hard Handover Success Ratio;VOICE IRAT 3G TO 2G: E3GTO2G002: Irat 3g To 2g Voice Handover (Excluding Preparation);THROUGHPUT (KBPS): E3GT002: User Troughput (Kbps);THROUGHPUT (KBPS): E3GT003: UL User Throughput (Kbps);3G_QF_RSSI_UL(dBm);TP1 (0.0 - 0.3 Km);TP2 (0.3 - 0.7 Km);TP3 (0.7 - 1.1 Km);TP4 (1.1 - 2.2 Km);TP5 (2.2 - 3.7 Km);TP6 (3.7 - 6.2 Km);TP7 (6.2 - 14.0 Km);TP8 (>14.0 Km);INTEROPERABILITY WITH 4G: E3GI4G001: Cssr Csfb;3G_MeanDistance(#);3G.RAB.DROP.VOICE.ATTEMPS;3G.CSSR.CS.ATTEMPS;3G.CSSR.PS.ATTEMPS;3G.RAB.DROP.PS.ATTEMPS;3G.INTER.ATTEMPS;3G.TO.2G.ATTEMPS;3G.HO.ATTEMPS
20250602;0;CAN5040;CANX5040F1A;0,00;100,00;100,00;6,25;100,00;N/A;N/A;5.670,26;188,10;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;100,00;;7,00;11 ;443 ;128,00;0,00;0,00;7,00
20250602;0;CAN5040;CANX5040F2A;0,00;N/A;99,40;0,58;100,00;N/A;N/A;2.244,40;99,78;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;1,00;0 ;756 ;515,00;0,00;0,00;5,00
20250602;0;CAN5100;CANX5100F1A;0,00;N/A;100,00;1,54;100,00;N/A;N/A;1.926,31;94,55;-106,50;80 ;518,00;0,00;0 ;0 ;0 ;140 ;30 ;N/A;1.334 ;1,00;0 ;89 ;65,00;0,00;0,00;56,00
20250602;0;CAN5100;CANX5100F2A;0,00;N/A;100,00;3,42;100,00;N/A;N/A;3.957,58;267,37;-105,76;274 ;847,00;4.221,00;3.368 ;1.236 ;0 ;0 ;0 ;N/A;1.085 ;1,00;0 ;1.004 ;234,00;0,00;0,00;16,00
20250602;0;CAN5100;CANX5100F3A;0,00;100,00;100,00;2,33;N/A;N/A;N/A;319,78;126,74;-102,03;1.318 ;20,00;0,00;1 ;1.332 ;13 ;9 ;1 ;100,00;1.140 ;1,00;2 ;269 ;215,00;0,00;0,00;0,00
20250602;0;CAN5101;CANX5101F1A;0,00;100,00;100,00;1,88;N/A;N/A;N/A;388,86;70,59;-106,74;0 ;36,00;9,00;2.067 ;1.005 ;0 ;74 ;2 ;N/A;1.740 ;3,00;5 ;286 ;160,00;0,00;0,00;0,00
20250602;0;CAN5101;CANX5101F2A;0,00;100,00;99,71;1,67;100,00;N/A;N/A;3.175,74;250,40;-106,50;6 ;10,00;279,00;6.339 ;17.857 ;115 ;0 ;0 ;100,00;1.726 ;8,00;5 ;2.260 ;1.199,00;0,00;0,00;4,00
20250602;0;CAN5101;CANX5101F3A;0,00;100,00;100,00;0,25;100,00;N/A;N/A;3.375,34;135,48;-106,26;0 ;0,00;256,00;5.925 ;290 ;0 ;0 ;0 ;100,00;1.262 ;5,00;9 ;688 ;405,00;0,00;0,00;53,00
20250602;0;CAN5102;CANX5102B1A;N/A;N/A;96,00;0,00;N/A;N/A;N/A;514,40;66,80;-107,50;0 ;60,00;139,00;458 ;36 ;1 ;110 ;0 ;N/A;1.629 ;0,00;0 ;81 ;54,00;0,00;0,00;0,00
20250602;0;CAN5102;CANX5102B2A;0,00;100,00;99,71;0,20;N/A;N/A;N/A;3.913,32;147,60;-107,25;0 ;1.026,00;712,00;502 ;3.749 ;3.102 ;22 ;0 ;N/A;2.173 ;3,00;2 ;901 ;499,00;0,00;0,00;0,00
20250602;0;CAN5102;CANX5102B3A;N/A;N/A;99,26;0,12;100,00;100,00;N/A;4.106,31;335,65;-106,75;0 ;66,00;2.598,00;9.008 ;3.738 ;0 ;0 ;0 ;N/A;1.315 ;0,00;0 ;1.149 ;834,00;2,00;0,00;2,00
20250602;0;CAN5102;CANX5102B4A;N/A;N/A;100,00;0,75;N/A;N/A;N/A;1.107,26;251,23;-107,00;0 ;27,00;29,00;1.674 ;1.006 ;22 ;0 ;0 ;N/A;1.768 ;0,00;0 ;179 ;133,00;0,00;0,00;0,00
20250602;0;CAN5102;CANX5102F1A;0,00;100,00;98,83;5,98;100,00;N/A;N/A;2.099,80;38,89;-105,50;0 ;1.376,00;3.669,00;2.263 ;652 ;624 ;3.640 ;0 ;100,00;2.089 ;3,00;14 ;1.835 ;736,00;0,00;0,00;179,00
20250602;0;CAN5102;CANX5102F2A;0,00;100,00;99,30;2,83;100,00;N/A;N/A;1.916,76;85,27;-106,10;0 ;45,00;797,00;8.374 ;22.677 ;6.543 ;577 ;0 ;100,00;1.992 ;29,00;36 ;4.297 ;2.831,00;0,00;0,00;1.306,00
20250602;0;CAN5102;CANX5102F3A;0,00;100,00;99,76;1,79;99,53;100,00;100,00;1.342,79;157,18;-106,00;0 ;215,00;2.215,00;21.566 ;7.375 ;1.789 ;15 ;0 ;100,00;1.509 ;31,00;56 ;3.689 ;2.173,00;1,00;1,00;639,00
20250602;0;CAN5102;CANX5102F4A;0,00;100,00;99,89;1,20;100,00;N/A;N/A;3.802,66;200,02;-106,50;0 ;125,00;573,00;6.720 ;6.821 ;292 ;260 ;0 ;100,00;1.800 ;4,00;10 ;1.740 ;920,00;0,00;0,00;124,00
20250602;0;CAN5103;CANX5103F1A;0,00;100,00;100,00;0,55;100,00;N/A;N/A;4.129,94;322,02;-106,50;2.581 ;3.374,00;275,00;82 ;0 ;0 ;0 ;0 ;N/A;623 ;5,00;10 ;627 ;365,00;0,00;0,00;10,00
20250602;0;CAN5103;CANX5103F2A;0,00;N/A;100,00;1,42;100,00;N/A;N/A;2.794,28;170,21;-106,00;9.338 ;5.184,00;499,00;32 ;0 ;2 ;0 ;2 ;N/A;567 ;2,00;0 ;1.403 ;632,00;0,00;0,00;43,00
20250602;0;CAN5104;CANX5104F1A;0,00;100,00;100,00;1,11;100,00;N/A;N/A;1.137,51;161,84;-106,75;43 ;26,00;57,00;4.155 ;137 ;458 ;631 ;0 ;100,00;1.763 ;7,00;8 ;481 ;361,00;0,00;0,00;46,00
20250602;0;CAN5104;CANX5104F2A;N/A;N/A;100,00;0,00;100,00;N/A;N/A;561,85;48,80;-106,76;0 ;0,00;4,00;53 ;83 ;26 ;3 ;0 ;N/A;1.892 ;0,00;0 ;26 ;15,00;0,00;0,00;1,00
20250602;0;CAN5104;CANX5104F3A;N/A;N/A;97,44;4,17;N/A;N/A;N/A;657,34;133,39;-106,75;0 ;0,00;0,00;9 ;347 ;333 ;0 ;44 ;N/A;3.155 ;0,00;0 ;102 ;72,00;0,00;0,00;0,00
20250602;0;CAN5105;CANX5105F1A;0,00;100,00;99,04;1,89;100,00;N/A;N/A;3.398,44;132,14;-106,75;4.938 ;1.614,00;2.513,00;4.132 ;3.055 ;548 ;0 ;0 ;100,00;1.352 ;11,00;19 ;1.855 ;1.004,00;0,00;0,00;6,00
20250602;0;CAN5105;CANX5105F2A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;13,18;-106,76;0 ;0,00;0,00;0 ;0 ;0 ;0 ;0 ;N/A;N/A;0,00;0 ;0 ;0,00;0,00;0,00;0,00
20250602;0;CAN5106;CANX5106F1A;N/A;N/A;99,37;5,97;N/A;N/A;N/A;2.386,05;95,30;-105,74;1 ;0,00;4.529,00;2.157 ;0 ;0 ;0 ;1.513 ;N/A;2.146 ;0,00;0 ;1.008 ;419,00;0,00;0,00;0,00
20250602;0;CAN5106;CANX5106F2A;0,00;100,00;99,75;7,84;100,00;N/A;N/A;2.565,95;104,59;-104,50;73 ;3.263,00;9.712,00;2.453 ;564 ;2.000 ;698 ;1.083 ;100,00;1.605 ;17,00;25 ;2.389 ;1.212,00;0,00;0,00;106,00
20250602;0;CAN5106;CANX5106F3A;0,00;100,00;99,45;6,56;100,00;N/A;N/A;5.136,55;81,54;-106,00;0 ;2.393,00;3.313,00;470 ;0 ;0 ;242 ;0 ;N/A;993 ;4,00;6 ;789 ;366,00;0,00;0,00;4,00
20250602;0;CAN5113;CANX5113F1A;N/A;N/A;N/A;0,00;N/A;N/A;N/A;61,49;33,25;-107,00;24 ;0,00;0,00;0 ;1 ;0 ;2 ;0 ;N/A;836 ;0,00;0 ;1 ;1,00;0,00;0,00;0,00
20250602;0;CAN5113;CANX5113F2A;0,00;100,00;99,59;1,77;100,00;N/A;N/A;3.827,81;515,68;-106,25;64 ;80,00;280,00;8.965 ;6.962 ;5.990 ;96 ;5 ;100,00;2.175 ;6,00;5 ;1.970 ;1.018,00;0,00;0,00;129,00
20250602;0;CAN5113;CANX5113F3A;12,50;100,00;99,81;4,53;100,00;N/A;N/A;1.644,65;67,99;-106,50;76 ;81,00;5.072,00;6.286 ;1.849 ;5.002 ;5.371 ;1 ;100,00;2.325 ;8,00;13 ;2.320 ;1.258,00;0,00;0,00;190,00
20250602;0;CAN5114;CANX5114F1A;0,00;N/A;100,00;5,74;N/A;N/A;N/A;5.309,07;227,41;-106,50;99 ;200,00;391,00;3.625 ;0 ;1 ;353 ;0 ;N/A;1.395 ;1,00;0 ;354 ;122,00;0,00;0,00;0,00
20250602;0;CAN5114;CANX5114F2A;0,00;100,00;100,00;4,17;100,00;N/A;N/A;1.874,16;90,09;-106,75;45 ;110,00;294,00;477 ;28 ;33 ;2 ;0 ;100,00;1.106 ;2,00;2 ;138 ;96,00;0,00;0,00;18,00
20250602;0;CAN5114;CANX5114F3A;0,00;100,00;99,00;3,71;100,00;N/A;N/A;1.319,19;140,66;-106,49;0 ;99,00;5.954,00;7.760 ;1.028 ;4.827 ;4.170 ;137 ;100,00;2.260 ;4,00;12 ;2.010 ;1.025,00;0,00;0,00;93,00
20250602;0;CAN5114;CANX5114F4A;N/A;N/A;95,24;9,09;100,00;N/A;N/A;55,79;308,58;-107,00;69 ;6,00;32,00;13 ;0 ;0 ;0 ;76 ;N/A;3.160 ;0,00;0 ;36 ;22,00;0,00;0,00;2,00
20250602;0;CAN5115;CANX5115F1A;0,00;100,00;99,50;4,54;100,00;N/A;N/A;716,16;92,88;-106,75;0 ;5.470,00;5.544,00;1.419 ;22 ;0 ;8.119 ;2.776 ;100,00;2.764 ;9,00;11 ;2.460 ;1.167,00;0,00;0,00;133,00
20250602;0;CAN5115;CANX5115F2A;0,00;100,00;100,00;1,87;100,00;N/A;N/A;2.866,49;137,96;-106,25;98 ;2.945,00;3.413,00;4.400 ;1.025 ;0 ;81 ;0 ;100,00;1.244 ;5,00;6 ;1.141 ;534,00;0,00;0,00;120,00
20250602;0;CAN5115;CANX5115F3A;0,00;100,00;99,01;9,66;100,00;N/A;N/A;1.174,34;81,73;-102,75;0 ;115,00;113,00;8.737 ;5.160 ;6.290 ;166 ;3 ;100,00;2.025 ;12,00;17 ;2.141 ;870,00;0,00;0,00;227,00
20250602;0;CAN5115;CANX5115F4A;0,00;100,00;98,05;3,42;100,00;N/A;N/A;1.569,88;100,63;-106,50;0 ;322,00;161,00;1.103 ;9 ;0 ;0 ;196 ;N/A;1.727 ;1,00;2 ;205 ;117,00;0,00;0,00;1,00
20250602;0;CAN5753;CANX5753F1A;0,00;100,00;100,00;1,15;100,00;N/A;N/A;3.671,70;127,18;-106,34;0 ;14,00;364,00;2.012 ;2.164 ;565 ;0 ;0 ;100,00;1.740 ;4,00;12 ;533 ;347,00;0,00;0,00;199,00
20250602;0;CAN5753;CANX5753F2A;0,00;100,00;99,82;0,66;100,00;N/A;N/A;883,58;96,95;-105,50;8 ;559,00;463,00;15.786 ;1.981 ;0 ;5 ;0 ;100,00;1.450 ;6,00;11 ;1.614 ;1.064,00;0,00;0,00;36,00
20250602;0;CAN5754;CANX5754F1A;0,00;100,00;100,00;1,36;100,00;N/A;N/A;3.280,61;85,23;-106,12;0 ;12,00;51,00;7.466 ;855 ;3.621 ;776 ;0 ;100,00;1.893 ;1,00;6 ;1.183 ;809,00;0,00;0,00;15,00
20250602;0;CAN5848;CANX5848F1A;0,00;100,00;97,06;0,00;100,00;N/A;N/A;2.268,50;194,35;-107,00;501 ;10.407,00;283,00;50 ;0 ;0 ;1 ;0 ;100,00;700 ;3,00;6 ;184 ;161,00;0,00;0,00;77,00
20250602;0;CAN5848;CANX5848F2A;0,00;100,00;100,00;0,00;100,00;N/A;N/A;735,04;94,29;-107,25;601 ;392,00;23,00;0 ;0 ;13 ;0 ;0 ;100,00;599 ;4,00;7 ;94 ;86,00;0,00;0,00;2,00
20250602;0;CAN5848;CANX5848F3A;0,00;100,00;99,78;3,09;100,00;N/A;N/A;1.517,47;214,60;-106,75;1.319 ;3.133,00;4.698,00;1.601 ;7.168 ;6.468 ;64 ;0 ;100,00;1.848 ;10,00;12 ;1.925 ;1.197,00;0,00;0,00;290,00
20250602;0;CAN5868;CANX5868F1A;0,00;100,00;100,00;0,69;100,00;N/A;N/A;1.170,40;130,96;-106,51;0 ;1.476,00;1.067,00;5.267 ;0 ;60 ;0 ;1 ;100,00;1.069 ;2,00;3 ;699 ;580,00;0,00;0,00;158,00
20250602;0;CAN5868;CANX5868F2A;0,00;100,00;99,49;2,14;100,00;N/A;N/A;3.001,00;100,02;-106,31;73 ;1.533,00;8.596,00;1.851 ;98 ;2 ;20 ;0 ;100,00;955 ;14,00;18 ;1.409 ;886,00;0,00;0,00;455,00
20250602;0;CAN5870;CANX5870F1A;0,00;100,00;99,40;3,17;100,00;N/A;N/A;2.037,63;69,23;-106,75;143 ;3.065,00;490,00;86 ;3 ;177 ;4 ;0 ;100,00;846 ;1,00;13 ;438 ;252,00;0,00;0,00;112,00
20250602;0;CAN5870;CANX5870F2A;50,00;100,00;98,73;3,72;100,00;N/A;N/A;660,10;67,09;-106,00;126 ;235,00;194,00;5 ;0 ;1.551 ;0 ;5 ;100,00;2.358 ;2,00;2 ;259 ;188,00;0,00;0,00;146,00
20250602;0;CAN5870;CANX5870F3A;0,00;100,00;100,00;0,70;100,00;N/A;N/A;1.606,98;81,43;-106,49;5.063 ;3.452,00;383,00;184 ;535 ;5.981 ;12 ;0 ;100,00;1.541 ;5,00;4 ;1.314 ;994,00;0,00;0,00;213,00
20250602;0;CAN5872;CANX5872F1A;0,00;100,00;99,88;3,50;100,00;N/A;N/A;1.687,85;144,45;-101,88;1.291 ;3.519,00;2.355,00;6.011 ;2.630 ;0 ;0 ;8 ;100,00;1.173 ;15,00;33 ;1.978 ;1.087,00;0,00;0,00;61,00
20250602;0;CAN5872;CANX5872F2A;0,00;100,00;99,41;7,10;100,00;N/A;N/A;1.294,59;102,62;-99,65;1.536 ;223,00;10,00;20.907 ;12.615 ;3.310 ;1 ;1 ;100,00;1.716 ;29,00;48 ;3.423 ;1.832,00;0,00;0,00;501,00
20250602;0;CAN5872;CANX5872F3A;0,00;100,00;99,75;2,46;100,00;N/A;N/A;2.730,09;104,22;-104,65;1.520 ;11.868,00;743,00;2.080 ;4.148 ;985 ;0 ;3 ;100,00;1.074 ;8,00;10 ;1.658 ;936,00;0,00;0,00;139,00
20250602;1;CAN5040;CANX5040F1A;0,00;100,00;100,00;2,83;N/A;N/A;N/A;6.781,35;204,21;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;100,00;;1,00;2 ;355 ;106,00;0,00;0,00;0,00
20250602;1;CAN5040;CANX5040F2A;N/A;N/A;100,00;0,00;100,00;N/A;N/A;3.175,93;159,54;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;0,00;0 ;599 ;414,00;0,00;0,00;18,00
20250602;1;CAN5100;CANX5100F1A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;344,57;18,01;-106,50;112 ;420,00;0,00;0 ;0 ;0 ;41 ;0 ;N/A;815 ;0,00;0 ;55 ;52,00;0,00;0,00;0,00
20250602;1;CAN5100;CANX5100F2A;0,00;100,00;100,00;5,42;100,00;N/A;N/A;3.149,46;246,56;-105,65;316 ;138,00;3.332,00;4.237 ;63 ;0 ;0 ;0 ;100,00;1.050 ;2,00;5 ;711 ;277,00;0,00;0,00;2,00
20250602;1;CAN5100;CANX5100F3A;N/A;N/A;100,00;0,80;N/A;N/A;N/A;242,52;600,98;-101,90;1.331 ;203,00;0,00;1.438 ;253 ;7 ;0 ;0 ;N/A;1.161 ;0,00;0 ;310 ;250,00;0,00;0,00;0,00
20250602;1;CAN5101;CANX5101F1A;N/A;N/A;100,00;2,03;N/A;N/A;N/A;2.720,66;188,06;-106,75;0 ;0,00;1,00;3.074 ;751 ;0 ;12 ;1 ;N/A;1.730 ;0,00;0 ;304 ;148,00;0,00;0,00;0,00
20250602;1;CAN5101;CANX5101F2A;0,00;N/A;99,00;0,99;100,00;N/A;N/A;5.511,54;136,15;-106,56;0 ;14,00;28,00;6.548 ;18.217 ;723 ;0 ;0 ;N/A;1.754 ;2,00;0 ;2.334 ;1.318,00;0,00;0,00;22,00
20250602;1;CAN5101;CANX5101F3A;0,00;100,00;100,00;0,35;100,00;N/A;N/A;1.149,53;51,33;-106,25;0 ;0,00;136,00;3.622 ;198 ;0 ;0 ;2 ;100,00;1.259 ;1,00;6 ;424 ;288,00;0,00;0,00;10,00
20250602;1;CAN5102;CANX5102B1A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;7.393,01;355,89;-107,50;0 ;23,00;90,00;608 ;64 ;1 ;0 ;0 ;N/A;1.209 ;0,00;0 ;80 ;39,00;0,00;0,00;0,00
20250602;1;CAN5102;CANX5102B2A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;5.993,23;363,76;-107,25;0 ;3.025,00;269,00;125 ;4.062 ;4.457 ;2 ;0 ;N/A;2.171 ;0,00;0 ;1.091 ;658,00;0,00;0,00;0,00
20250602;1;CAN5102;CANX5102B3A;0,00;N/A;100,00;0,22;N/A;N/A;N/A;3.448,05;276,66;-106,75;0 ;67,00;948,00;8.289 ;2.094 ;3 ;0 ;0 ;N/A;1.311 ;1,00;0 ;634 ;446,00;0,00;0,00;0,00
20250602;1;CAN5102;CANX5102B4A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;2.484,51;249,87;-107,00;0 ;43,00;0,00;1.668 ;620 ;18 ;0 ;0 ;N/A;1.790 ;0,00;0 ;132 ;98,00;0,00;0,00;0,00
20250602;1;CAN5102;CANX5102F1A;0,00;100,00;99,41;6,72;100,00;N/A;N/A;1.459,35;29,12;-105,62;0 ;649,00;2.782,00;2.521 ;29 ;781 ;1.901 ;0 ;100,00;1.871 ;3,00;6 ;1.404 ;521,00;0,00;0,00;140,00
20250602;1;CAN5102;CANX5102F2A;0,00;100,00;99,40;2,64;100,00;N/A;N/A;869,40;77,31;-106,03;0 ;39,00;731,00;7.489 ;20.292 ;6.732 ;272 ;0 ;100,00;1.980 ;8,00;13 ;3.710 ;2.615,00;0,00;0,00;556,00
20250602;1;CAN5102;CANX5102F3A;0,00;100,00;99,39;2,53;99,52;N/A;N/A;2.074,61;103,42;-105,97;0 ;231,00;3.045,00;23.348 ;6.280 ;521 ;0 ;0 ;100,00;1.438 ;11,00;26 ;3.582 ;2.297,00;0,00;0,00;210,00
20250602;1;CAN5102;CANX5102F4A;0,00;100,00;100,00;0,85;100,00;N/A;N/A;2.000,65;113,25;-106,32;0 ;137,00;511,00;8.775 ;7.890 ;241 ;0 ;0 ;100,00;1.773 ;5,00;8 ;1.870 ;1.059,00;0,00;0,00;45,00
20250602;1;CAN5103;CANX5103F1A;0,00;100,00;100,00;0,67;100,00;N/A;N/A;3.811,66;198,38;-106,50;1.829 ;2.516,00;243,00;15 ;0 ;0 ;0 ;0 ;100,00;623 ;3,00;6 ;446 ;299,00;0,00;0,00;4,00
20250602;1;CAN5103;CANX5103F2A;0,00;N/A;100,00;1,69;100,00;N/A;N/A;2.967,72;160,73;-106,00;12.077 ;5.513,00;370,00;41 ;0 ;0 ;0 ;0 ;N/A;551 ;1,00;0 ;1.603 ;768,00;0,00;0,00;1,00
20250602;1;CAN5104;CANX5104F1A;N/A;N/A;100,00;0,57;N/A;N/A;N/A;4.044,93;104,39;-106,75;28 ;8,00;47,00;6.591 ;162 ;97 ;64 ;0 ;N/A;1.272 ;0,00;0 ;527 ;349,00;0,00;0,00;0,00
20250602;1;CAN5104;CANX5104F2A;N/A;N/A;95,24;20,00;N/A;N/A;N/A;737,50;24,34;-106,77;0 ;2,00;38,00;47 ;160 ;8 ;6 ;0 ;N/A;1.603 ;0,00;0 ;37 ;20,00;0,00;0,00;0,00
20250602;1;CAN5104;CANX5104F3A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;1.361,07;80,98;-106,75;0 ;0,00;0,00;0 ;309 ;5 ;0 ;0 ;N/A;2.925 ;0,00;0 ;44 ;26,00;0,00;0,00;0,00
20250602;1;CAN5105;CANX5105F1A;N/A;N/A;100,00;1,14;100,00;N/A;N/A;2.921,79;87,26;-106,78;5.946 ;1.498,00;3.719,00;2.456 ;1.562 ;571 ;0 ;0 ;N/A;1.070 ;0,00;0 ;1.721 ;1.053,00;0,00;0,00;1,00
20250602;1;CAN5105;CANX5105F2A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0,00;101,29;-106,99;0 ;0,00;0,00;0 ;0 ;0 ;0 ;0 ;N/A;N/A;0,00;0 ;0 ;0,00;0,00;0,00;0,00
20250602;1;CAN5106;CANX5106F1A;N/A;N/A;100,00;0,32;100,00;N/A;N/A;5.724,58;146,42;-106,19;0 ;0,00;2.129,00;3.486 ;0 ;10 ;0 ;0 ;N/A;1.085 ;0,00;0 ;530 ;314,00;0,00;0,00;2,00
20250602;1;CAN5106;CANX5106F2A;25,00;100,00;99,41;5,02;100,00;N/A;N/A;2.745,33;90,77;-104,77;28 ;3.529,00;10.806,00;3.106 ;954 ;4.480 ;313 ;812 ;100,00;1.589 ;4,00;4 ;2.504 ;1.315,00;0,00;0,00;5,00
20250602;1;CAN5106;CANX5106F3A;0,00;100,00;99,44;1,38;100,00;N/A;N/A;2.333,28;72,69;-106,17;0 ;466,00;9.156,00;2.479 ;0 ;0 ;42 ;0 ;100,00;1.043 ;3,00;6 ;958 ;580,00;0,00;0,00;5,00
20250602;1;CAN5113;CANX5113F1A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;6.134,99;405,46;-107,00;76 ;1.093,00;0,00;0 ;0 ;0 ;0 ;0 ;N/A;687 ;0,00;0 ;93 ;49,00;0,00;0,00;0,00
20250602;1;CAN5113;CANX5113F2A;0,00;100,00;98,96;1,53;100,00;N/A;N/A;4.337,99;304,52;-106,25;73 ;48,00;3.616,00;7.653 ;6.821 ;4.171 ;69 ;0 ;100,00;1.894 ;3,00;7 ;1.942 ;1.045,00;0,00;0,00;260,00
20250602;1;CAN5113;CANX5113F3A;0,00;100,00;99,91;2,40;100,00;N/A;N/A;2.425,77;79,87;-106,51;74 ;277,00;8.823,00;4.196 ;2.078 ;7.614 ;4.327 ;0 ;100,00;2.184 ;5,00;7 ;2.336 ;1.251,00;0,00;0,00;805,00
20250602;1;CAN5114;CANX5114F1A;N/A;N/A;99,45;0,93;N/A;N/A;N/A;6.821,62;181,12;-106,50;898 ;401,00;80,00;3.266 ;8 ;0 ;451 ;0 ;N/A;1.330 ;0,00;0 ;387 ;214,00;0,00;0,00;0,00
20250602;1;CAN5114;CANX5114F2A;N/A;N/A;100,00;6,82;N/A;N/A;N/A;2.572,68;140,23;-106,76;43 ;102,00;280,00;333 ;0 ;42 ;18 ;0 ;N/A;1.160 ;0,00;0 ;128 ;88,00;0,00;0,00;0,00
20250602;1;CAN5114;CANX5114F3A;25,00;100,00;99,69;3,46;100,00;N/A;N/A;1.433,28;105,87;-106,50;1 ;56,00;3.241,00;4.400 ;5.805 ;992 ;4.103 ;4 ;100,00;2.250 ;4,00;8 ;1.369 ;722,00;0,00;0,00;58,00
20250602;1;CAN5114;CANX5114F4A;N/A;N/A;100,00;4,00;N/A;N/A;N/A;4.970,34;363,52;-107,00;144 ;59,00;59,00;99 ;0 ;0 ;0 ;3 ;N/A;830 ;0,00;0 ;47 ;25,00;0,00;0,00;0,00
20250602;1;CAN5115;CANX5115F1A;0,00;100,00;99,83;1,95;100,00;N/A;N/A;2.843,40;99,61;-106,80;0 ;7.002,00;4.984,00;113 ;5 ;0 ;3.899 ;126 ;100,00;1.801 ;5,00;7 ;1.353 ;771,00;0,00;0,00;23,00
20250602;1;CAN5115;CANX5115F2A;0,00;N/A;99,60;1,39;100,00;N/A;N/A;3.707,04;108,01;-106,25;100 ;1.574,00;1.901,00;803 ;2.093 ;1 ;28 ;0 ;N/A;1.507 ;1,00;2 ;684 ;432,00;0,00;0,00;175,00
20250602;1;CAN5115;CANX5115F3A;0,00;N/A;98,90;8,24;100,00;N/A;N/A;830,76;76,32;-102,53;0 ;28,00;48,00;6.603 ;3.991 ;4.356 ;161 ;0 ;N/A;2.024 ;3,00;1 ;1.629 ;825,00;0,00;0,00;15,00
20250602;1;CAN5115;CANX5115F4A;N/A;N/A;100,00;0,28;N/A;N/A;N/A;1.074,82;130,01;-106,63;23 ;4.282,00;184,00;955 ;7 ;0 ;0 ;0 ;N/A;795 ;0,00;0 ;513 ;359,00;0,00;0,00;0,00
20250602;1;CAN5753;CANX5753F1A;N/A;N/A;100,00;0,98;N/A;N/A;N/A;903,73;86,08;-106,50;0 ;24,00;424,00;1.441 ;2.288 ;533 ;0 ;0 ;N/A;1.758 ;0,00;0 ;459 ;305,00;0,00;0,00;0,00
20250602;1;CAN5753;CANX5753F2A;N/A;N/A;100,00;0,87;N/A;N/A;N/A;932,04;113,86;-105,40;1 ;632,00;183,00;15.358 ;497 ;1 ;0 ;0 ;N/A;1.407 ;0,00;0 ;1.522 ;924,00;0,00;0,00;0,00
20250602;1;CAN5754;CANX5754F1A;N/A;N/A;99,64;0,70;100,00;N/A;N/A;3.753,76;96,85;-106,17;0 ;8,00;65,00;5.428 ;1.897 ;3.969 ;69 ;0 ;N/A;1.970 ;0,00;0 ;1.057 ;855,00;0,00;0,00;11,00
20250602;1;CAN5848;CANX5848F1A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;2.163,67;148,42;-107,00;464 ;10.294,00;313,00;13 ;0 ;0 ;0 ;0 ;N/A;699 ;0,00;0 ;157 ;138,00;0,00;0,00;0,00
20250602;1;CAN5848;CANX5848F2A;0,00;100,00;100,00;0,00;100,00;N/A;N/A;4.230,03;164,15;-107,25;1.487 ;984,00;1,00;0 ;9 ;3 ;0 ;0 ;100,00;573 ;1,00;2 ;257 ;166,00;0,00;0,00;5,00
20250602;1;CAN5848;CANX5848F3A;N/A;N/A;99,28;2,25;100,00;N/A;N/A;1.843,67;92,91;-106,76;859 ;2.030,00;380,00;2.176 ;6.329 ;4.767 ;27 ;1 ;N/A;2.073 ;0,00;0 ;1.465 ;1.024,00;0,00;0,00;37,00
20250602;1;CAN5868;CANX5868F1A;0,00;100,00;99,83;1,17;100,00;N/A;N/A;601,93;132,02;-106,75;1 ;1.905,00;1.090,00;6.127 ;0 ;65 ;0 ;0 ;100,00;1.060 ;2,00;4 ;691 ;598,00;0,00;0,00;1,00
