DIA;HORA;SITE;3G_UTRANCELL;VOICE DROP CALL RATE: E3GD003: % RAB Drop Voice;VOICE CALL SETUP SUCCESS RATE FOR FAST DORMANCY: E3GVSS012: % CSSR;CALL SETUP SUCCESS RATE PS (R99+HS) FOR FAST DORMANCY: E3GSSPS012: % CSSR PS;PS DROP CALL RATE (R99+HS): E3GPSD003: % RAB Drop PS;SOFT HANDOVER(EXCL. PREP): E3GSH001 - Voice Sho Success Ratio;INTERFREQUENCY HARD HANDOVER SUCCESS (EXCL. PREP): E3GHH001: Cs Interfrequency Hard Handover Success Ratio;VOICE IRAT 3G TO 2G: E3GTO2G002: Irat 3g To 2g Voice Handover (Excluding Preparation);THROUGHPUT (KBPS): E3GT002: User Troughput (Kbps);THROUGHPUT (KBPS): E3GT003: UL User Throughput (Kbps);3G_QF_RSSI_UL(dBm);TP1 (0.0 - 0.3 Km);TP2 (0.3 - 0.7 Km);TP3 (0.7 - 1.1 Km);TP4 (1.1 - 2.2 Km);TP5 (2.2 - 3.7 Km);TP6 (3.7 - 6.2 Km);TP7 (6.2 - 14.0 Km);TP8 (>14.0 Km);INTEROPERABILITY WITH 4G: E3GI4G001: Cssr Csfb;3G_MeanDistance(#);3G.RAB.DROP.VOICE.ATTEMPS;3G.CSSR.CS.ATTEMPS;3G.CSSR.PS.ATTEMPS;3G.RAB.DROP.PS.ATTEMPS;3G.INTER.ATTEMPS;3G.TO.2G.ATTEMPS;3G.HO.ATTEMPS
20250607;10;CAN5102;CANX5102B1A;0,00;100,00;100,00;1,27;100,00;100,00;N/A;884,33;127,94;-107,50;0 ;91,00;662,00;887 ;161 ;21 ;1.020 ;0 ;N/A;2.204 ;1,00;4 ;260 ;157,00;1,00;0,00;2,00
20250607;10;CAN5102;CANX5102B2A;0,00;N/A;99,83;2,31;100,00;N/A;N/A;1.994,69;135,35;-107,25;0 ;54,00;718,00;5.306 ;4.139 ;4.030 ;150 ;0 ;N/A;1.980 ;2,00;0 ;1.339 ;780,00;0,00;0,00;3,00
20250607;10;CAN5102;CANX5102B3A;0,00;100,00;99,70;1,08;100,00;N/A;N/A;1.872,62;118,86;-107,00;0 ;395,00;1.080,00;10.685 ;4.847 ;172 ;91 ;8 ;N/A;1.399 ;8,00;14 ;994 ;646,00;0,00;0,00;14,00
20250607;10;CAN5102;CANX5102B4A;0,00;100,00;98,46;8,65;100,00;N/A;N/A;576,65;73,18;-107,25;0 ;0,00;7,00;852 ;425 ;275 ;46 ;99 ;100,00;2.397 ;3,00;6 ;158 ;104,00;0,00;0,00;15,00
20250607;10;CAN5102;CANX5102F1A;0,00;100,00;98,17;3,18;100,00;N/A;N/A;444,99;68,32;-105,75;0 ;518,00;1.418,00;5.448 ;3.872 ;940 ;3.467 ;0 ;100,00;2.008 ;23,00;30 ;2.020 ;942,00;0,00;0,00;395,00
20250607;10;CAN5102;CANX5102F2A;1,20;100,00;98,97;7,32;100,00;N/A;N/A;785,77;89,88;-106,25;0 ;29,00;942,00;11.554 ;27.735 ;7.117 ;1.954 ;0 ;100,00;2.116 ;83,00;133 ;5.758 ;3.127,00;0,00;0,00;2.642,00
20250607;10;CAN5102;CANX5102F3A;1,64;100,00;99,47;2,27;99,96;N/A;N/A;1.020,63;100,18;-105,25;0 ;304,00;3.688,00;35.662 ;10.427 ;2.467 ;310 ;0 ;100,00;1.467 ;122,00;201 ;5.504 ;3.392,00;0,00;0,00;2.223,00
20250607;10;CAN5102;CANX5102F4A;0,00;100,00;99,57;2,45;99,44;N/A;N/A;1.815,24;114,02;-106,25;0 ;118,00;524,00;5.305 ;5.087 ;428 ;11 ;0 ;100,00;1.870 ;26,00;43 ;1.259 ;571,00;0,00;0,00;356,00
20250607;10;CAN5103;CANX5103F1A;0,00;100,00;100,00;0,98;100,00;N/A;N/A;3.422,66;231,21;-106,67;4.924 ;7.628,00;652,00;2 ;0 ;0 ;0 ;0 ;100,00;626 ;25,00;37 ;1.237 ;715,00;0,00;0,00;89,00
20250607;10;CAN5103;CANX5103F2A;5,88;100,00;99,28;3,60;100,00;N/A;N/A;1.275,45;70,75;-106,50;7.672 ;5.785,00;1.694,00;788 ;55 ;325 ;494 ;901 ;100,00;1.129 ;17,00;25 ;1.693 ;1.028,00;0,00;0,00;129,00
20250607;10;CAN5104;CANX5104F1A;0,00;100,00;99,56;2,33;100,00;N/A;N/A;529,85;99,27;-106,75;43 ;43,00;392,00;6.424 ;1.072 ;73 ;3.915 ;0 ;100,00;2.480 ;18,00;25 ;1.064 ;644,00;0,00;0,00;265,00
20250607;10;CAN5104;CANX5104F2A;0,00;N/A;99,75;2,42;100,00;N/A;N/A;2.837,09;177,22;-106,75;0 ;10,00;73,00;2.950 ;4.745 ;631 ;796 ;0 ;N/A;2.074 ;2,00;1 ;852 ;413,00;0,00;0,00;10,00
20250607;10;CAN5104;CANX5104F3A;0,00;100,00;94,72;12,99;100,00;N/A;N/A;149,94;28,64;-106,75;0 ;0,00;142,00;232 ;111 ;71 ;68 ;269 ;N/A;3.723 ;3,00;4 ;109 ;77,00;0,00;0,00;14,00
20250607;10;CAN5105;CANX5105F1A;0,00;100,00;99,90;3,32;100,00;100,00;100,00;3.019,53;122,32;-106,78;4.361 ;3.034,00;2.768,00;3.066 ;2.551 ;976 ;149 ;0 ;100,00;1.233 ;61,00;104 ;1.819 ;1.054,00;1,00;6,00;302,00
20250607;10;CAN5105;CANX5105F2A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;24,61;-107,00;0 ;0,00;0,00;0 ;0 ;0 ;0 ;0 ;N/A;N/A;0,00;0 ;0 ;0,00;0,00;0,00;0,00
20250607;10;CAN5106;CANX5106F1A;0,00;100,00;98,44;13,75;100,00;N/A;N/A;200,37;49,68;-106,50;0 ;0,00;1.498,00;1.428 ;38 ;0 ;3.223 ;15.642 ;100,00;6.282 ;6,00;11 ;3.062 ;1.571,00;0,00;0,00;9,00
20250607;10;CAN5106;CANX5106F2A;0,00;100,00;99,21;5,87;100,00;N/A;100,00;1.978,54;70,02;-104,00;44 ;1.588,00;15.190,00;8.845 ;1.371 ;6.128 ;3.192 ;30 ;100,00;1.612 ;47,00;76 ;4.055 ;2.080,00;0,00;1,00;329,00
20250607;10;CAN5106;CANX5106F3A;0,00;100,00;99,62;3,31;100,00;N/A;N/A;3.589,63;108,05;-105,75;0 ;1.491,00;13.223,00;629 ;43 ;43 ;6.346 ;194 ;100,00;2.082 ;12,00;20 ;1.793 ;1.059,00;0,00;0,00;55,00
20250607;10;CAN5113;CANX5113F1A;N/A;N/A;100,00;4,55;100,00;N/A;N/A;649,45;35,20;-107,00;270 ;140,00;0,00;0 ;0 ;8 ;0 ;0 ;N/A;593 ;0,00;0 ;45 ;22,00;0,00;0,00;6,00
20250607;10;CAN5113;CANX5113F2A;0,00;100,00;99,78;1,94;100,00;N/A;N/A;2.716,62;86,70;-106,27;90 ;5.948,00;5.977,00;7.895 ;5.782 ;3.422 ;863 ;1 ;100,00;1.533 ;32,00;61 ;2.936 ;1.598,00;0,00;0,00;932,00
20250607;10;CAN5113;CANX5113F3A;0,00;97,06;98,63;9,09;100,00;N/A;N/A;688,68;51,17;-106,28;185 ;1.886,00;2.800,00;5.923 ;4.174 ;6.845 ;3.236 ;11 ;100,00;2.169 ;33,00;58 ;3.163 ;1.837,00;0,00;0,00;430,00
20250607;10;CAN5114;CANX5114F1A;0,00;100,00;99,34;1,51;100,00;N/A;N/A;2.974,12;194,95;-106,50;558 ;1.391,00;662,00;2.041 ;765 ;1 ;558 ;0 ;100,00;1.418 ;5,00;9 ;574 ;332,00;0,00;0,00;53,00
20250607;10;CAN5114;CANX5114F2A;0,00;100,00;100,00;1,23;100,00;N/A;N/A;2.193,74;174,15;-106,75;114 ;562,00;964,00;1.322 ;115 ;37 ;113 ;0 ;N/A;1.106 ;4,00;3 ;413 ;244,00;0,00;0,00;124,00
20250607;10;CAN5114;CANX5114F3A;0,00;100,00;98,81;6,04;100,00;N/A;N/A;865,41;176,35;-106,25;10 ;101,00;8.170,00;10.363 ;2.417 ;2.135 ;4.246 ;20 ;100,00;1.965 ;39,00;66 ;2.934 ;1.541,00;0,00;0,00;438,00
20250607;10;CAN5114;CANX5114F4A;N/A;100,00;100,00;0,00;100,00;N/A;N/A;3.834,74;343,73;-106,75;563 ;368,00;338,00;49 ;0 ;0 ;0 ;0 ;100,00;679 ;0,00;2 ;125 ;78,00;0,00;0,00;18,00
20250607;10;CAN5115;CANX5115F1A;0,00;100,00;99,36;3,09;100,00;N/A;N/A;1.294,23;357,29;-106,75;22 ;2.689,00;6.813,00;4.275 ;59 ;1 ;2.640 ;131 ;100,00;1.644 ;32,00;64 ;1.771 ;1.068,00;0,00;0,00;362,00
20250607;10;CAN5115;CANX5115F2A;0,00;100,00;99,72;1,11;100,00;N/A;N/A;1.834,38;306,46;-106,25;50 ;14.048,00;5.986,00;11.034 ;6.701 ;5 ;356 ;0 ;100,00;1.173 ;29,00;41 ;3.563 ;1.887,00;0,00;0,00;274,00
20250607;10;CAN5115;CANX5115F3A;0,00;100,00;98,64;7,08;100,00;N/A;N/A;1.326,17;60,61;-103,00;2 ;1,00;184,00;16.883 ;3.577 ;6.148 ;950 ;4 ;100,00;1.869 ;33,00;35 ;2.802 ;1.581,00;0,00;0,00;567,00
20250607;10;CAN5115;CANX5115F4A;0,00;100,00;99,29;3,27;100,00;N/A;N/A;704,89;73,09;-106,70;315 ;873,00;401,00;1.765 ;8 ;1 ;14 ;30 ;100,00;1.054 ;3,00;4 ;344 ;214,00;0,00;0,00;54,00
20250607;10;CAN5753;CANX5753F1A;0,92;97,65;99,03;5,00;100,00;N/A;N/A;368,78;58,08;-106,25;1 ;250,00;1.839,00;15.056 ;69.385 ;27.966 ;1 ;0 ;100,00;2.380 ;109,00;163 ;9.360 ;5.405,00;0,00;0,00;830,00
20250607;10;CAN5753;CANX5753F2A;0,00;100,00;99,57;2,32;100,00;N/A;N/A;2.185,83;117,57;-104,90;0 ;1.698,00;393,00;15.286 ;5.751 ;3 ;485 ;0 ;100,00;1.497 ;20,00;28 ;1.785 ;818,00;0,00;0,00;65,00
20250607;10;CAN5754;CANX5754F1A;1,46;100,00;99,33;6,04;100,00;N/A;100,00;327,98;47,92;-106,25;0 ;2.502,00;155,00;15.588 ;13.789 ;85.047 ;75 ;3 ;100,00;2.617 ;137,00;221 ;12.265 ;7.247,00;0,00;1,00;1.122,00
20250607;10;CAN5848;CANX5848F1A;0,00;100,00;96,43;0,53;100,00;N/A;N/A;456,77;29,32;-106,90;442 ;10.571,00;272,00;59 ;0 ;42 ;6 ;0 ;100,00;711 ;3,00;11 ;246 ;189,00;0,00;0,00;42,00
20250607;10;CAN5848;CANX5848F2A;0,00;100,00;100,00;3,23;100,00;N/A;N/A;368,03;60,51;-107,25;1.359 ;414,00;43,00;0 ;0 ;48 ;1.036 ;0 ;100,00;2.095 ;7,00;11 ;347 ;217,00;0,00;0,00;167,00
20250607;10;CAN5848;CANX5848F3A;0,00;100,00;98,62;5,01;100,00;N/A;N/A;524,96;47,75;-106,77;3.289 ;1.883,00;988,00;2.881 ;8.921 ;10.012 ;1.336 ;27 ;100,00;2.145 ;25,00;39 ;2.742 ;1.718,00;0,00;0,00;220,00
20250607;10;CAN5868;CANX5868F1A;0,00;100,00;100,00;0,32;100,00;N/A;N/A;1.501,85;84,79;-106,75;2 ;2.200,00;3.846,00;8.751 ;5 ;0 ;0 ;0 ;100,00;1.042 ;6,00;15 ;755 ;622,00;0,00;0,00;85,00
20250607;10;CAN5868;CANX5868F2A;0,00;100,00;100,00;1,64;100,00;N/A;N/A;1.602,26;64,04;-106,50;52 ;1.090,00;10.243,00;2.607 ;72 ;415 ;24 ;0 ;100,00;1.033 ;23,00;37 ;1.394 ;852,00;0,00;0,00;468,00
20250607;10;CAN5870;CANX5870F1A;0,00;100,00;99,26;9,39;100,00;N/A;N/A;919,76;63,48;-107,00;840 ;2.178,00;2.073,00;85 ;68 ;331 ;124 ;7 ;100,00;976 ;19,00;34 ;594 ;362,00;0,00;0,00;305,00
20250607;10;CAN5870;CANX5870F2A;0,00;100,00;99,35;7,41;100,00;N/A;N/A;2.099,70;83,03;-106,25;416 ;155,00;183,00;20 ;40 ;1.805 ;1 ;3 ;100,00;2.241 ;9,00;8 ;298 ;162,00;0,00;0,00;364,00
20250607;10;CAN5870;CANX5870F3A;0,00;100,00;98,05;3,91;100,00;N/A;N/A;2.674,37;93,27;-106,50;1.024 ;1.695,00;988,00;389 ;460 ;3.096 ;0 ;0 ;100,00;1.699 ;23,00;34 ;823 ;511,00;0,00;0,00;193,00
20250607;10;CAN5872;CANX5872F1A;0,00;100,00;99,73;1,85;100,00;N/A;N/A;1.229,43;84,63;-102,75;13.821 ;6.782,00;7.289,00;6.200 ;6.805 ;1 ;0 ;149 ;100,00;967 ;51,00;99 ;3.082 ;1.675,00;0,00;0,00;559,00
20250607;10;CAN5872;CANX5872F2A;0,00;100,00;99,41;6,33;100,00;N/A;N/A;742,06;85,49;-100,00;541 ;484,00;317,00;19.671 ;17.408 ;8.296 ;163 ;0 ;100,00;1.881 ;82,00;151 ;4.457 ;2.495,00;0,00;0,00;616,00
20250607;10;CAN5872;CANX5872F3A;0,00;100,00;98,34;4,64;100,00;N/A;100,00;1.367,58;165,36;-105,00;1.781 ;13.393,00;5.454,00;3.013 ;3.060 ;4.251 ;161 ;72 ;100,00;1.230 ;44,00;80 ;2.572 ;1.423,00;0,00;1,00;311,00
20250607;11;CAN5040;CANX5040F1A;0,00;100,00;99,29;6,02;100,00;N/A;N/A;5.286,00;230,18;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;100,00;;14,00;30 ;852 ;332,00;0,00;0,00;139,00
20250607;11;CAN5040;CANX5040F2A;0,00;100,00;99,76;2,73;100,00;N/A;N/A;1.195,51;89,79;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;100,00;;23,00;32 ;1.717 ;770,00;0,00;0,00;195,00
20250607;11;CAN5100;CANX5100F1A;0,00;100,00;99,49;2,23;100,00;N/A;100,00;5.848,84;119,83;-107,00;1.308 ;4.475,00;23,00;68 ;144 ;32 ;236 ;28 ;100,00;872 ;7,00;20 ;785 ;404,00;0,00;1,00;96,00
20250607;11;CAN5100;CANX5100F2A;0,00;100,00;99,58;1,69;100,00;N/A;N/A;5.117,66;233,26;-105,50;945 ;1.288,00;1.879,00;2.190 ;960 ;0 ;32 ;0 ;100,00;1.058 ;12,00;22 ;1.163 ;650,00;0,00;0,00;84,00
20250607;11;CAN5100;CANX5100F3A;5,56;94,12;99,48;5,50;100,00;N/A;N/A;1.048,77;152,19;-104,67;4.380 ;691,00;2,00;668 ;1.286 ;664 ;280 ;0 ;100,00;1.151 ;18,00;32 ;831 ;491,00;0,00;0,00;97,00
20250607;11;CAN5101;CANX5101F1A;4,35;100,00;99,51;4,29;97,50;N/A;N/A;1.209,27;107,42;-106,75;38 ;2,00;96,00;3.177 ;4.396 ;22 ;185 ;22 ;100,00;1.766 ;23,00;41 ;841 ;466,00;0,00;0,00;80,00
20250607;11;CAN5101;CANX5101F2A;0,00;100,00;99,68;2,68;97,73;N/A;N/A;2.022,76;133,17;-106,75;55 ;291,00;2.195,00;7.512 ;22.493 ;5.296 ;0 ;0 ;100,00;1.805 ;38,00;56 ;3.614 ;2.053,00;0,00;0,00;44,00
20250607;11;CAN5101;CANX5101F3A;0,00;100,00;100,00;1,10;100,00;N/A;N/A;4.384,46;142,48;-106,75;11 ;1,00;1.695,00;5.979 ;576 ;41 ;134 ;4 ;100,00;1.257 ;14,00;37 ;938 ;453,00;0,00;0,00;165,00
20250607;11;CAN5102;CANX5102B1A;0,00;100,00;99,60;0,45;100,00;100,00;N/A;793,89;159,80;-107,50;0 ;162,00;1.217,00;7.800 ;265 ;95 ;514 ;6 ;100,00;1.507 ;4,00;10 ;959 ;447,00;1,00;0,00;32,00
20250607;11;CAN5102;CANX5102B2A;16,67;100,00;99,45;1,75;100,00;100,00;N/A;661,29;145,90;-107,25;0 ;32,00;1.259,00;8.980 ;4.819 ;5.232 ;112 ;0 ;N/A;1.925 ;6,00;12 ;1.872 ;1.027,00;4,00;0,00;44,00
20250607;11;CAN5102;CANX5102B3A;0,00;100,00;99,76;1,67;100,00;100,00;N/A;2.293,54;196,01;-107,00;0 ;244,00;2.755,00;15.694 ;9.438 ;208 ;110 ;0 ;N/A;1.429 ;14,00;19 ;1.976 ;1.141,00;2,00;0,00;41,00
20250607;11;CAN5102;CANX5102B4A;0,00;100,00;99,05;3,67;100,00;100,00;N/A;912,32;126,36;-107,25;0 ;12,00;121,00;141 ;1.262 ;592 ;4 ;3 ;N/A;2.114 ;5,00;11 ;198 ;109,00;2,00;0,00;2,00
20250607;11;CAN5102;CANX5102F1A;0,00;100,00;98,13;9,01;100,00;N/A;N/A;1.112,07;59,64;-105,75;0 ;1.191,00;1.212,00;2.653 ;6.058 ;2.834 ;7.397 ;11 ;100,00;2.416 ;35,00;50 ;2.279 ;932,00;0,00;0,00;821,00
20250607;11;CAN5102;CANX5102F2A;1,77;98,99;98,84;7,55;99,91;N/A;100,00;748,22;80,56;-106,25;0 ;68,00;1.176,00;12.031 ;30.761 ;12.494 ;3.648 ;0 ;100,00;2.150 ;113,00;197 ;7.130 ;3.906,00;0,00;1,00;3.179,00
20250607;11;CAN5102;CANX5102F3A;0,00;99,44;99,38;3,50;99,84;100,00;100,00;975,21;105,88;-105,25;1 ;669,00;1.632,00;36.629 ;9.015 ;2.761 ;22 ;0 ;99,19;1.467 ;208,00;351 ;5.800 ;3.229,00;1,00;1,00;2.459,00
20250607;11;CAN5102;CANX5102F4A;6,67;100,00;99,60;2,02;100,00;N/A;N/A;1.578,65;153,47;-106,25;0 ;126,00;824,00;7.294 ;5.989 ;677 ;14 ;9 ;100,00;1.909 ;30,00;52 ;1.536 ;840,00;0,00;0,00;349,00
20250607;11;CAN5103;CANX5103F1A;0,00;100,00;100,00;0,17;100,00;N/A;N/A;5.433,63;315,53;-106,51;4.033 ;6.489,00;710,00;337 ;6 ;0 ;0 ;0 ;100,00;655 ;33,00;39 ;1.108 ;588,00;0,00;0,00;379,00
20250607;11;CAN5103;CANX5103F2A;0,00;100,00;99,80;4,46;100,00;N/A;N/A;1.014,65;55,66;-106,50;2.038 ;2.151,00;1.307,00;330 ;33 ;62 ;587 ;498 ;100,00;1.481 ;20,00;42 ;1.119 ;583,00;0,00;0,00;274,00
20250607;11;CAN5104;CANX5104F1A;0,00;100,00;99,73;3,74;82,21;N/A;N/A;877,52;113,04;-106,75;28 ;143,00;712,00;4.705 ;1.019 ;492 ;3.388 ;0 ;100,00;2.545 ;11,00;18 ;982 ;641,00;0,00;0,00;208,00
20250607;11;CAN5104;CANX5104F2A;16,67;100,00;99,61;10,87;100,00;N/A;N/A;765,08;139,43;-106,75;0 ;27,00;122,00;1.543 ;1.737 ;516 ;247 ;1 ;100,00;1.967 ;6,00;9 ;511 ;276,00;0,00;0,00;56,00
20250607;11;CAN5104;CANX5104F3A;0,00;100,00;98,11;16,95;100,00;N/A;N/A;173,66;26,24;-106,75;0 ;0,00;60,00;70 ;103 ;218 ;44 ;14 ;100,00;2.737 ;6,00;5 ;146 ;59,00;0,00;0,00;49,00
20250607;11;CAN5105;CANX5105F1A;0,00;100,00;99,80;2,39;100,00;N/A;100,00;2.878,53;94,16;-106,75;3.247 ;4.730,00;1.846,00;4.602 ;1.929 ;775 ;192 ;0 ;100,00;1.201 ;53,00;89 ;1.966 ;1.044,00;0,00;1,00;457,00
20250607;11;CAN5105;CANX5105F2A;N/A;N/A;N/A;0,00;100,00;N/A;N/A;187,50;69,61;-107,00;0 ;19,00;1,00;0 ;0 ;0 ;0 ;0 ;N/A;714 ;0,00;1 ;1 ;1,00;0,00;0,00;3,00
20250607;11;CAN5106;CANX5106F1A;0,00;100,00;99,46;8,25;100,00;N/A;N/A;2.036,57;67,97;-106,50;1 ;26,00;3.000,00;2.341 ;30 ;82 ;1.817 ;2.004 ;100,00;2.977 ;8,00;13 ;1.109 ;582,00;0,00;0,00;68,00
20250607;11;CAN5106;CANX5106F2A;0,00;100,00;90,83;5,74;100,00;N/A;N/A;1.890,95;92,72;-104,00;34 ;1.817,00;15.190,00;6.583 ;930 ;4.953 ;4.307 ;50 ;100,00;1.695 ;71,00;124 ;4.043 ;1.899,00;0,00;0,00;411,00
20250607;11;CAN5106;CANX5106F3A;0,00;100,00;99,13;5,63;100,00;N/A;N/A;1.926,91;113,36;-105,75;0 ;2.139,00;13.212,00;1.241 ;165 ;433 ;7.190 ;1.281 ;100,00;2.300 ;26,00;33 ;2.461 ;1.385,00;0,00;0,00;196,00
20250607;11;CAN5113;CANX5113F1A;0,00;100,00;100,00;0,00;100,00;N/A;N/A;1.796,36;212,26;-107,00;320 ;105,00;0,00;0 ;0 ;0 ;0 ;0 ;100,00;526 ;2,00;6 ;42 ;17,00;0,00;0,00;47,00
20250607;11;CAN5113;CANX5113F2A;2,38;100,00;99,64;2,59;100,00;N/A;N/A;1.614,81;64,30;-106,25;179 ;2.440,00;4.514,00;7.733 ;6.499 ;3.845 ;565 ;20 ;100,00;1.692 ;42,00;78 ;2.915 ;1.738,00;0,00;0,00;445,00
20250607;11;CAN5113;CANX5113F3A;4,08;97,44;98,70;8,58;99,87;N/A;N/A;674,67;51,95;-106,25;349 ;1.312,00;2.991,00;6.378 ;10.708 ;6.616 ;2.647 ;5 ;100,00;2.136 ;49,00;67 ;3.701 ;2.086,00;0,00;0,00;786,00
20250607;11;CAN5114;CANX5114F1A;0,00;100,00;86,44;2,95;100,00;N/A;N/A;2.633,40;116,57;-106,50;655 ;674,00;691,00;786 ;374 ;0 ;535 ;0 ;100,00;1.526 ;12,00;19 ;539 ;305,00;0,00;0,00;77,00
20250607;11;CAN5114;CANX5114F2A;0,00;100,00;99,51;5,31;100,00;N/A;N/A;1.323,10;124,25;-106,75;146 ;524,00;969,00;796 ;96 ;16 ;143 ;0 ;100,00;1.130 ;3,00;2 ;390 ;207,00;0,00;0,00;108,00
20250607;11;CAN5114;CANX5114F3A;0,00;100,00;99,33;4,41;100,00;N/A;N/A;971,06;142,88;-106,25;35 ;326,00;7.274,00;10.275 ;3.675 ;4.062 ;5.602 ;60 ;100,00;2.194 ;30,00;44 ;3.340 ;1.767,00;0,00;0,00;477,00
20250607;11;CAN5114;CANX5114F4A;0,00;100,00;96,04;1,22;100,00;N/A;N/A;2.917,93;373,05;-106,75;452 ;487,00;559,00;203 ;1 ;0 ;1 ;10 ;100,00;815 ;3,00;8 ;168 ;82,00;0,00;0,00;74,00
20250607;11;CAN5115;CANX5115F1A;0,00;100,00;99,48;2,08;100,00;N/A;N/A;2.079,02;300,51;-106,75;7 ;6.546,00;8.647,00;5.570 ;90 ;12 ;3.715 ;89 ;100,00;1.555 ;34,00;51 ;2.379 ;1.442,00;0,00;0,00;267,00
20250607;11;CAN5115;CANX5115F2A;0,00;100,00;99,83;0,57;100,00;N/A;N/A;1.831,68;239,27;-106,25;64 ;12.009,00;6.195,00;16.955 ;6.305 ;2 ;358 ;0 ;100,00;1.226 ;43,00;68 ;3.820 ;2.091,00;0,00;0,00;311,00
20250607;11;CAN5115;CANX5115F3A;2,33;100,00;99,13;7,55;100,00;N/A;N/A;1.241,63;81,00;-103,00;11 ;7,00;403,00;17.832 ;5.841 ;4.286 ;1.350 ;228 ;100,00;1.834 ;43,00;52 ;3.207 ;1.789,00;0,00;0,00;868,00
20250607;11;CAN5115;CANX5115F4A;0,00;100,00;99,36;6,01;100,00;N/A;N/A;1.234,05;122,88;-106,50;329 ;1.074,00;4.017,00;2.636 ;53 ;5 ;156 ;128 ;100,00;1.154 ;6,00;16 ;860 ;316,00;0,00;0,00;90,00
20250607;11;CAN5753;CANX5753F1A;1,31;100,00;99,24;5,01;100,00;N/A;100,00;225,07;51,29;-106,25;42 ;468,00;1.775,00;12.073 ;58.467 ;26.823 ;19 ;14 ;100,00;2.305 ;153,00;254 ;9.953 ;5.654,00;0,00;1,00;1.257,00
20250607;11;CAN5753;CANX5753F2A;0,00;100,00;99,14;3,32;100,00;N/A;50,00;1.435,80;112,19;-104,75;5 ;1.471,00;1.192,00;5.351 ;4.949 ;27 ;1.056 ;0 ;100,00;1.688 ;29,00;36 ;1.618 ;814,00;0,00;2,00;125,00
20250607;11;CAN5754;CANX5754F1A;0,83;100,00;99,10;6,72;99,94;N/A;100,00;148,88;43,29;-106,25;0 ;945,00;417,00;17.535 ;13.068 ;87.319 ;72 ;0 ;100,00;2.628 ;241,00;364 ;13.007 ;7.742,00;0,00;1,00;1.774,00
20250607;11;CAN5848;CANX5848F1A;0,00;100,00;100,00;0,48;100,00;N/A;N/A;1.052,27;81,34;-106,75;1.013 ;11.450,00;517,00;18 ;3 ;2 ;34 ;2 ;100,00;706 ;3,00;8 ;325 ;209,00;0,00;0,00;98,00
20250607;11;CAN5848;CANX5848F2A;0,00;100,00;99,10;2,46;100,00;N/A;N/A;906,76;94,41;-107,25;2.355 ;289,00;130,00;0 ;84 ;40 ;1.849 ;1 ;100,00;2.246 ;11,00;15 ;508 ;285,00;0,00;0,00;223,00
20250607;11;CAN5848;CANX5848F3A;2,56;100,00;98,95;4,76;100,00;N/A;N/A;929,67;44,21;-106,75;1.819 ;2.325,00;415,00;893 ;12.465 ;14.887 ;2.270 ;130 ;100,00;2.418 ;39,00;61 ;2.994 ;1.849,00;0,00;0,00;727,00
20250607;11;CAN5868;CANX5868F1A;0,00;100,00;100,00;0,70;100,00;N/A;N/A;844,82;74,10;-106,75;55 ;2.711,00;1.476,00;6.804 ;15 ;0 ;0 ;0 ;100,00;1.026 ;14,00;21 ;716 ;572,00;0,00;0,00;242,00
20250607;11;CAN5868;CANX5868F2A;0,00;100,00;99,44;3,34;100,00;N/A;N/A;2.007,43;65,39;-106,50;144 ;2.353,00;9.642,00;3.457 ;63 ;141 ;50 ;0 ;100,00;987 ;41,00;58 ;1.343 ;808,00;0,00;0,00;1.024,00
20250607;11;CAN5870;CANX5870F1A;0,00;100,00;98,90;10,91;100,00;N/A;N/A;831,98;38,23;-107,00;1.283 ;5.462,00;2.606,00;278 ;20 ;181 ;205 ;0 ;100,00;853 ;23,00;42 ;780 ;495,00;0,00;0,00;813,00
20250607;11;CAN5870;CANX5870F2A;0,00;100,00;100,00;8,78;100,00;N/A;N/A;417,07;84,35;-106,25;348 ;377,00;224,00;84 ;33 ;964 ;45 ;3 ;100,00;1.875 ;10,00;22 ;212 ;148,00;0,00;0,00;221,00
20250607;11;CAN5870;CANX5870F3A;0,00;100,00;99,56;3,21;100,00;N/A;N/A;965,06;50,74;-106,50;1.556 ;1.687,00;409,00;274 ;463 ;2.330 ;49 ;0 ;100,00;1.555 ;16,00;25 ;790 ;468,00;0,00;0,00;592,00
20250607;11;CAN5872;CANX5872F1A;0,00;100,00;99,43;2,99;100,00;N/A;N/A;1.309,51;141,84;-102,75;9.033 ;6.094,00;7.360,00;5.754 ;6.278 ;0 ;0 ;5 ;100,00;1.001 ;83,00;165 ;3.017 ;1.675,00;0,00;0,00;1.006,00
20250607;11;CAN5872;CANX5872F2A;0,92;100,00;99,52;6,14;100,00;N/A;N/A;795,57;68,81;-100,00;552 ;254,00;57,00;22.569 ;16.686 ;8.587 ;209 ;0 ;100,00;1.890 ;109,00;182 ;4.932 ;2.738,00;0,00;0,00;1.788,00
20250607;11;CAN5872;CANX5872F3A;0,00;100,00;99,75;3,68;100,00;N/A;100,00;1.215,62;57,67;-105,00;586 ;16.113,00;3.800,00;3.302 ;3.626 ;3.249 ;67 ;2 ;100,00;1.163 ;53,00;98 ;2.414 ;1.276,00;0,00;1,00;429,00
