Dia;HORA.;SITE;Week;5G_GCELDA;5G_CSSR_DATA;5G_DCR_DATA  (triggered by sgNB);5G_DCR_DATA  (including triggered by MeNB);5G Intra HO SuccRate;5G Inter RAT HO SuccRate;Tput DL 5G User;Tput UL 5G User;5G_MIMO Performance;5G Avg Reported CQI;5G PRB Use;UL Average Interference Noise(dBm);5G.DCR.ATTEMPS;5G.CSSR.ATTEMPS;5G.INTER.ATTEMPS;5G.INTRA.ATTEMPS;TP1 (0.0 - 0.3 Km);TP2 (0.3 - 0.7 Km);TP3 (0.7 - 1.1 Km);TP4 (1.1 - 2.2 Km);TP5 (2.2 - 3.6 Km);TP6 (3.6 - 6.2 Km);TP7 (6.2 - 14.5 Km);TP8 (>14.5 Km);AVERAGE PRB LOAD DL: E5GPRBDL003: Num_DL_PRBs_Disp;N.PRB.DL.Used.Avg;5G_QF MIMO (Rank2)(%);5G_QF MIMO (Rank4)(%)
20250602;00:00:00;CAN5100;202523;CANX5100Q1A;98,30;1,11;5,26;100,00;100,00;14,11;10,66;1,73;10,59;13,11;-117,81;361,00;352,00;10,00;22,00;675,00;199,00;293 ;29 ;17 ;7 ;0,00;0,00;1.293.123.506,00;169.512.340,00;75 ;0 
20250602;00:00:00;CAN5100;202523;CANX5100Q2A;99,47;0,47;1,99;100,00;100,00;9,77;5,07;1,73;11,41;27,93;-117,52;1.057,00;949,00;116,00;17,00;1.176,00;31,00;47 ;21 ;6 ;5 ;0,00;0,00;1.620.444.342,00;452.547.539,00;67 ;0 
20250602;00:00:00;CAN5100;202523;CANX5100Q3A;100,00;1,28;6,85;100,00;N/A;16,03;7,61;1,75;11,79;10,11;-113,45;467,00;464,00;0,00;17,00;576,00;140,00;256 ;107 ;23 ;9 ;0,00;0,00;1.251.239.898,00;126.478.053,00;78 ;0 
20250602;00:00:00;CAN5101;202523;CANX5101Q1A;99,41;13,32;58,14;100,00;100,00;2,80;1,15;1,10;8,50;35,45;-117,95;743,00;682,00;25,00;16,00;791,00;261,00;2.279 ;1.443 ;9 ;0 ;0,00;0,00;1.302.805.200,00;461.893.388,00;8 ;0 
20250602;00:00:00;CAN5101;202523;CANX5101Q2A;99,74;5,53;25,76;100,00;100,00;10,04;3,10;1,64;10,41;34,92;-119,22;1.157,00;1.152,00;1,00;11,00;1.043,00;2.372,00;4.012 ;1.020 ;1 ;0 ;0,00;0,00;990.827.472,00;345.984.004,00;64 ;0 
20250602;00:00:00;CAN5101;202523;CANX5101Q3A;63,10;8,62;30,49;100,00;100,00;9,23;3,88;1,73;11,04;22,01;-117,73;1.079,00;1.523,00;63,00;8,00;2.563,00;197,00;1.865 ;1.364 ;5 ;0 ;0,00;0,00;998.782.382,00;219.805.254,00;76 ;0 
20250602;00:00:00;CAN5102;202523;CANX5102Q1A;98,32;0,95;3,11;100,00;100,00;1,78;2,59;1,30;9,34;51,45;-115,77;2.219,00;1.788,00;466,00;43,00;1.015,00;1.762,00;2.065 ;213 ;91 ;54 ;0,00;0,00;1.277.211.226,00;657.187.391,00;33 ;0 
20250602;00:00:00;CAN5102;202523;CANX5102Q2A;97,21;1,71;8,15;100,00;100,00;0,28;0,13;1,26;7,73;40,25;-114,98;5.720,00;5.444,00;449,00;855,00;3.227,00;5.953,00;7.638 ;178 ;9 ;5 ;0,00;0,00;1.287.388.438,00;518.117.828,00;24 ;0 
20250602;00:00:00;CAN5102;202523;CANX5102Q3A;99,36;1,27;3,70;100,00;100,00;0,43;0,24;1,38;7,54;41,13;-115,58;5.058,00;4.863,00;224,00;719,00;4.370,00;3.315,00;3.572 ;24 ;28 ;23 ;0,00;0,00;1.232.763.094,00;507.042.379,00;36 ;0 
20250602;00:00:00;CAN5102;202523;CANX5102Q4A;99,83;0,76;1,69;100,00;100,00;1,44;0,52;1,44;8,77;55,67;-116,83;1.184,00;1.169,00;4,00;114,00;231,00;904,00;1.403 ;29 ;15 ;9 ;0,00;0,00;1.006.879.266,00;560.549.602,00;44 ;0 
20250602;00:00:00;CAN5103;202523;CANX5103Q1A;100,00;0,68;1,71;100,00;100,00;5,52;7,13;1,61;10,04;29,79;-117,76;879,00;822,00;70,00;62,00;1.019,00;8,00;33 ;22 ;23 ;4 ;0,00;0,00;1.097.651.856,00;327.022.736,00;60 ;0 
20250602;00:00:00;CAN5103;202523;CANX5103Q2A;99,81;0,63;2,15;100,00;100,00;3,25;1,14;1,45;10,01;47,25;-116,17;2.230,00;2.124,00;122,00;65,00;2.578,00;126,00;383 ;221 ;34 ;13 ;0,00;0,00;1.154.719.400,00;545.637.310,00;51 ;0 
20250602;00:00:00;CAN5104;202523;CANX5104Q1A;100,00;2,74;7,12;100,00;100,00;4,22;2,65;1,14;11,40;20,02;-118,63;365,00;347,00;36,00;74,00;284,00;256,00;283 ;71 ;6 ;4 ;0,00;0,00;1.114.454.928,00;223.161.224,00;17 ;0 
20250602;00:00:00;CAN5104;202523;CANX5104Q2A;100,00;0,00;0,88;100,00;100,00;5,73;1,84;1,28;8,62;10,90;-117,59;227,00;196,00;37,00;6,00;69,00;189,00;236 ;21 ;12 ;9 ;0,00;0,00;1.137.552.922,00;124.021.949,00;42 ;0 
20250602;00:00:00;CAN5104;202523;CANX5104Q3A;100,00;13,25;36,55;100,00;100,00;5,32;0,37;1,22;10,60;16,60;-119,17;249,00;167,00;15,00;80,00;176,00;159,00;244 ;49 ;11 ;5 ;0,00;0,00;1.013.860.374,00;168.295.172,00;27 ;0 
20250602;00:00:00;CAN5105;202523;CANX5105Q1A;99,80;0,47;1,70;100,00;100,00;3,92;5,12;1,47;8,73;35,73;-117,40;1.056,00;994,00;75,00;8,00;532,00;166,00;776 ;36 ;20 ;15 ;0,00;0,00;1.003.320.540,00;358.486.082,00;52 ;0 
20250602;00:00:00;CAN5105;202523;CANX5105Q2A;99,21;0,66;2,41;100,00;100,00;4,14;1,00;1,46;10,37;34,15;-117,59;913,00;891,00;46,00;8,00;936,00;84,00;98 ;41 ;4 ;3 ;0,00;0,00;819.095.600,00;279.687.462,00;43 ;0 
20250602;00:00:00;CAN5113;202523;CANX5113P1A;100,00;9,26;53,70;100,00;N/A;236,85;5,85;2,65;13,14;0,61;-111,15;162,00;161,00;0,00;33,00;163,00;91,00;218 ;916 ;227 ;123 ;1,00;1,00;20.442.246.552,00;124.856.058,00;97 ;50 
20250602;00:00:00;CAN5113;202523;CANX5113P2A;99,96;4,68;22,77;100,00;100,00;98,16;0,15;1,94;11,52;7,60;-110,83;2.310,00;2.331,00;35,00;125,00;2.531,00;478,00;2.570 ;1.588 ;683 ;594 ;68,00;68,00;20.442.246.552,00;1.552.621.990,00;86 ;10 
20250602;00:00:00;CAN5113;202523;CANX5113P3A;99,96;6,37;33,62;98,95;100,00;55,34;0,06;2,20;9,81;8,77;-97,88;2.228,00;2.241,00;26,00;95,00;785,00;374,00;6.560 ;1.149 ;453 ;402 ;64,00;64,00;20.442.246.552,00;1.792.849.230,00;80 ;20 
20250602;00:00:00;CAN5113;202523;CANX5113Q1A;100,00;50,00;50,00;100,00;N/A;18,57;16,03;1,69;9,96;4,54;-119,29;2,00;5,00;0,00;5,00;15,00;118,00;313 ;500 ;269 ;85 ;0,00;0,00;1.154.207.280,00;52.387.754,00;64 ;0 
20250602;00:00:00;CAN5113;202523;CANX5113Q2A;95,57;3,33;6,49;100,00;100,00;3,88;0,18;1,28;8,21;26,73;-109,51;1.171,00;1.060,00;123,00;11,00;1.138,00;481,00;1.453 ;600 ;216 ;91 ;1,00;1,00;782.373.434,00;209.166.025,00;30 ;0 
20250602;00:00:00;CAN5113;202523;CANX5113Q3A;100,00;2,51;7,25;100,00;100,00;5,07;1,47;1,23;8,52;26,09;-117,12;676,00;554,00;112,00;8,00;163,00;115,00;842 ;54 ;86 ;82 ;0,00;0,00;1.078.557.904,00;281.432.845,00;17 ;0 
20250602;00:00:00;CAN5115;202523;CANX5115Q1A;99,87;3,21;13,58;100,00;100,00;2,14;1,37;1,28;10,22;47,48;-118,02;1.649,00;1.558,00;67,00;34,00;1.452,00;64,00;87 ;222 ;2.017 ;1.758 ;0,00;0,00;1.213.243.214,00;576.053.312,00;30 ;0 
20250602;00:00:00;CAN5115;202523;CANX5115Q2A;97,88;2,75;8,13;100,00;100,00;2,35;1,15;1,24;8,22;26,70;-116,02;800,00;753,00;44,00;40,00;912,00;299,00;343 ;46 ;8 ;3 ;0,00;0,00;1.599.262.238,00;426.993.164,00;33 ;0 
20250602;00:00:00;CAN5115;202523;CANX5115Q3A;99,08;0,16;0,78;100,00;100,00;3,89;1,91;1,32;8,70;26,78;-116,02;1.281,00;1.084,00;189,00;12,00;494,00;993,00;1.143 ;40 ;26 ;16 ;0,00;0,00;1.048.352.234,00;280.699.031,00;34 ;0 
20250602;00:00:00;CAN5115;202523;CANX5115Q4A;99,16;11,02;19,69;100,00;100,00;10,98;7,30;1,54;11,44;19,68;-118,11;127,00;119,00;23,00;22,00;95,00;141,00;225 ;24 ;38 ;11 ;0,00;0,00;1.360.846.426,00;267.807.830,00;46 ;0 
20250602;00:00:00;CAN5868;202523;CANX5868Q1A;77,98;2,64;5,28;100,00;100,00;3,36;1,39;1,37;8,85;39,06;-116,62;985,00;1.190,00;64,00;92,00;1.280,00;349,00;445 ;465 ;124 ;7 ;0,00;0,00;1.144.080.704,00;446.847.585,00;36 ;0 
20250602;00:00:00;CAN5868;202523;CANX5868Q2A;99,47;1,02;3,24;100,00;93,90;1,50;0,43;1,22;9,55;50,05;-116,95;2.743,00;2.460,00;213,00;77,00;3.088,00;657,00;829 ;226 ;33 ;23 ;0,00;0,00;1.284.640.536,00;642.976.975,00;28 ;0 
20250602;00:00:00;CAN5872;202523;CANX5872P1A;99,97;3,85;23,84;100,00;100,00;134,61;0,41;2,18;11,83;9,52;-101,91;3.481,00;3.399,00;121,00;195,00;980,00;548,00;1.996 ;2.163 ;5.832 ;5.517 ;3.061,00;3.061,00;20.442.246.552,00;1.946.980.443,00;91 ;18 
20250602;00:00:00;CAN5872;202523;CANX5872P2A;99,93;6,48;27,55;100,00;100,00;109,76;0,22;1,84;9,76;11,42;-115,07;2.748,00;2.757,00;2,00;296,00;1.748,00;1.221,00;3.165 ;3.891 ;3.089 ;2.582 ;1.141,00;1.141,00;20.442.246.552,00;2.333.592.629,00;78 ;3 
20250602;00:00:00;CAN5872;202523;CANX5872P3A;100,00;6,32;34,65;100,00;N/A;108,54;0,23;1,86;11,45;10,10;-116,36;2.436,00;2.398,00;0,00;90,00;3.566,00;915,00;1.779 ;800 ;5.984 ;5.647 ;2.340,00;2.340,00;20.442.246.552,00;2.064.257.097,00;84 ;7 
20250602;00:00:00;CAN5872;202523;CANX5872Q1A;99,71;1,28;2,69;100,00;100,00;4,74;0,77;1,22;6,69;25,29;-115,08;780,00;691,00;78,00;16,00;373,00;772,00;941 ;172 ;94 ;49 ;0,00;0,00;1.327.004.450,00;335.568.282,00;30 ;0 
20250602;00:00:00;CAN5872;202523;CANX5872Q2A;100,00;1,20;3,88;100,00;100,00;1,78;0,22;1,33;8,49;42,30;-116,33;1.083,00;1.053,00;13,00;60,00;272,00;1.353,00;1.618 ;29 ;67 ;50 ;0,00;0,00;796.899.732,00;337.069.208,00;36 ;0 
20250602;00:00:00;CAN5872;202523;CANX5872Q3A;97,66;1,96;3,82;100,00;92,48;4,28;1,50;1,37;9,34;40,28;-115,00;1.021,00;940,00;133,00;39,00;582,00;1.103,00;1.209 ;61 ;11 ;5 ;0,00;0,00;785.973.848,00;316.577.366,00;42 ;0 
20250602;01:00:00;CAN5100;202523;CANX5100Q1A;100,00;1,47;5,88;100,00;100,00;7,19;5,57;1,86;11,06;8,59;-118,12;272,00;272,00;2,00;17,00;529,00;120,00;170 ;34 ;19 ;8 ;0,00;0,00;1.174.470.890,00;100.855.586,00;82 ;0 
20250602;01:00:00;CAN5100;202523;CANX5100Q2A;100,00;0,69;1,79;100,00;100,00;9,60;11,35;1,85;11,91;27,04;-117,96;728,00;659,00;63,00;13,00;772,00;21,00;31 ;21 ;7 ;4 ;0,00;0,00;1.534.209.538,00;414.858.069,00;85 ;0 
20250602;01:00:00;CAN5100;202523;CANX5100Q3A;100,00;0,79;10,63;100,00;100,00;18,10;4,68;1,68;11,30;12,85;-112,17;254,00;251,00;1,00;6,00;270,00;191,00;305 ;93 ;13 ;6 ;1,00;1,00;1.248.746.970,00;160.403.327,00;71 ;0 
20250602;01:00:00;CAN5101;202523;CANX5101Q1A;99,21;13,78;74,82;100,00;100,00;3,51;0,93;1,13;9,81;29,52;-118,85;421,00;378,00;21,00;7,00;311,00;83,00;979 ;1.531 ;1 ;0 ;0,00;0,00;1.314.242.092,00;387.939.532,00;10 ;0 
20250602;01:00:00;CAN5101;202523;CANX5101Q2A;99,88;12,73;46,34;100,00;100,00;10,94;4,34;1,43;11,22;13,69;-119,28;833,00;836,00;1,00;7,00;670,00;3.746,00;4.926 ;732 ;0 ;0 ;0,00;0,00;1.005.108.004,00;137.608.392,00;65 ;0 
20250602;01:00:00;CAN5101;202523;CANX5101Q3A;76,80;2,87;17,45;100,00;100,00;12,15;3,66;1,83;10,94;19,43;-118,13;940,00;1.155,00;37,00;2,00;757,00;62,00;356 ;1.113 ;5 ;0 ;0,00;0,00;1.157.290.048,00;224.900.067,00;80 ;0 
20250602;01:00:00;CAN5102;202523;CANX5102Q1A;97,99;1,16;2,65;100,00;100,00;3,37;4,83;1,38;9,33;42,90;-116,79;1.469,00;1.245,00;254,00;48,00;1.043,00;1.242,00;1.439 ;181 ;113 ;70 ;0,00;0,00;1.108.520.812,00;475.562.544,00;39 ;0 
20250602;01:00:00;CAN5102;202523;CANX5102Q2A;95,61;1,83;8,94;99,80;100,00;0,52;0,47;1,31;8,15;39,41;-115,77;4.855,00;4.763,00;200,00;489,00;3.802,00;4.841,00;6.009 ;177 ;7 ;2 ;0,00;0,00;1.151.953.702,00;453.932.290,00;28 ;0 
20250602;01:00:00;CAN5102;202523;CANX5102Q3A;97,96;1,06;2,83;100,00;100,00;0,65;0,53;1,35;7,97;39,18;-116,25;3.570,00;3.626,00;128,00;520,00;3.154,00;1.913,00;2.032 ;12 ;17 ;12 ;0,00;0,00;1.030.557.716,00;403.730.937,00;37 ;0 
20250602;01:00:00;CAN5102;202523;CANX5102Q4A;82,26;0,50;2,38;100,00;100,00;2,42;3,66;1,35;7,55;40,34;-117,97;797,00;964,00;2,00;75,00;324,00;581,00;1.095 ;26 ;8 ;4 ;0,00;0,00;965.126.492,00;389.368.319,00;36 ;0 
20250602;01:00:00;CAN5103;202523;CANX5103Q1A;99,53;0,23;1,35;100,00;100,00;7,09;5,77;1,59;10,20;31,04;-117,88;887,00;855,00;47,00;25,00;999,00;3,00;52 ;37 ;16 ;4 ;0,00;0,00;1.141.177.996,00;354.185.892,00;61 ;0 
20250602;01:00:00;CAN5103;202523;CANX5103Q2A;99,95;0,76;1,68;100,00;100,00;3,33;3,53;1,43;10,03;39,24;-116,73;1.970,00;1.904,00;74,00;27,00;2.143,00;83,00;242 ;153 ;22 ;12 ;0,00;0,00;1.236.302.304,00;485.172.276,00;54 ;0 
20250602;01:00:00;CAN5104;202523;CANX5104Q1A;99,41;0,59;2,37;100,00;100,00;6,43;5,96;1,04;11,63;15,02;-119,43;169,00;170,00;8,00;43,00;149,00;82,00;112 ;48 ;7 ;5 ;0,00;0,00;1.169.991.350,00;175.742.042,00;10 ;0 
20250602;01:00:00;CAN5104;202523;CANX5104Q2A;100,00;1,15;1,15;100,00;100,00;6,00;1,40;1,49;9,67;7,93;-118,48;262,00;247,00;12,00;1,00;120,00;155,00;177 ;21 ;13 ;10 ;0,00;0,00;1.143.107.072,00;90.686.190,00;47 ;0 
20250602;01:00:00;CAN5104;202523;CANX5104Q3A;99,37;8,25;48,25;100,00;100,00;12,14;2,14;1,44;12,61;17,13;-119,70;315,00;158,00;11,00;40,00;181,00;55,00;78 ;20 ;14 ;10 ;0,00;0,00;1.164.960.110,00;199.533.257,00;46 ;0 
20250602;01:00:00;CAN5105;202523;CANX5105Q1A;99,87;1,47;8,80;100,00;100,00;5,65;1,73;1,44;9,80;14,42;-118,57;818,00;776,00;59,00;6,00;610,00;208,00;1.081 ;222 ;141 ;116 ;0,00;0,00;921.603.982,00;132.929.324,00;60 ;0 
20250602;01:00:00;CAN5105;202523;CANX5105Q2A;97,83;0,14;1,28;100,00;100,00;6,79;3,57;1,72;10,80;26,11;-118,22;702,00;690,00;19,00;5,00;732,00;26,00;39 ;45 ;5 ;3 ;0,00;0,00;795.732.820,00;207.751.721,00;60 ;0 
20250602;01:00:00;CAN5113;202523;CANX5113P1A;97,44;15,38;46,15;100,00;N/A;136,12;1,38;3,42;12,60;0,90;-112,17;39,00;39,00;0,00;22,00;21,00;15,00;37 ;252 ;55 ;27 ;3,00;3,00;20.442.250.374,00;184.013.729,00;83 ;23 
20250602;01:00:00;CAN5113;202523;CANX5113P2A;99,84;3,07;18,15;100,00;81,82;128,40;0,19;2,00;12,21;2,83;-111,86;1.824,00;1.833,00;22,00;89,00;520,00;432,00;2.757 ;1.234 ;486 ;459 ;60,00;60,00;20.442.250.374,00;579.060.860,00;90 ;5 
20250602;01:00:00;CAN5113;202523;CANX5113P3A;100,00;5,65;42,82;100,00;100,00;89,71;0,11;2,11;10,24;3,92;-100,29;1.399,00;1.408,00;28,00;66,00;270,00;150,00;5.929 ;727 ;420 ;375 ;48,00;48,00;20.442.250.374,00;800.464.971,00;83 ;26 
20250602;01:00:00;CAN5113;202523;CANX5113Q1A;100,00;0,00;40,00;100,00;100,00;174,31;0,76;1,68;14,39;5,50;-119,50;5,00;4,00;1,00;4,00;7,00;126,00;310 ;487 ;239 ;73 ;0,00;0,00;1.164.025.982,00;64.074.624,00;51 ;0 
20250602;01:00:00;CAN5113;202523;CANX5113Q2A;98,99;2,29;4,80;100,00;99,13;5,11;0,35;1,24;9,15;21,16;-111,70;916,00;794,00;115,00;7,00;882,00;448,00;906 ;523 ;161 ;57 ;0,00;0,00;976.833.400,00;206.680.748,00;31 ;0 
20250602;01:00:00;CAN5113;202523;CANX5113Q3A;99,81;2,16;4,83;100,00;100,00;4,84;3,59;1,16;8,71;11,82;-117,86;601,00;530,00;65,00;1,00;190,00;120,00;599 ;48 ;67 ;61 ;0,00;0,00;1.078.429.082,00;127.516.235,00;12 ;0 
20250602;01:00:00;CAN5115;202523;CANX5115Q1A;99,72;0,81;4,07;100,00;100,00;4,47;4,00;1,41;10,28;28,04;-119,05;1.105,00;1.058,00;47,00;39,00;1.369,00;108,00;147 ;111 ;53 ;11 ;0,00;0,00;1.117.410.510,00;313.268.010,00;48 ;0 
20250602;01:00:00;CAN5115;202523;CANX5115Q2A;85,52;2,76;10,89;100,00;100,00;2,71;1,48;1,27;9,20;17,42;-116,87;652,00;649,00;69,00;33,00;592,00;319,00;371 ;33 ;15 ;11 ;0,00;0,00;1.397.646.704,00;243.467.308,00;47 ;0 
20250602;01:00:00;CAN5115;202523;CANX5115Q3A;99,52;0,09;0,94;100,00;100,00;6,96;0,79;1,65;9,63;34,68;-116,92;1.166,00;1.042,00;124,00;10,00;256,00;1.178,00;1.280 ;27 ;4 ;4 ;0,00;0,00;1.299.220.596,00;450.514.915,00;64 ;0 
20250602;01:00:00;CAN5115;202523;CANX5115Q4A;96,84;0,94;4,72;100,00;100,00;18,67;7,90;1,54;12,55;16,60;-118,57;106,00;95,00;7,00;15,00;87,00;74,00;86 ;17 ;8 ;5 ;0,00;0,00;1.318.296.418,00;218.830.053,00;54 ;0 
20250602;01:00:00;CAN5868;202523;CANX5868Q1A;76,26;0,13;1,70;100,00;100,00;3,08;2,91;1,23;8,95;17,27;-116,80;765,00;990,00;21,00;49,00;886,00;257,00;324 ;396 ;94 ;9 ;0,00;0,00;1.135.818.216,00;196.100.083,00;39 ;0 
20250602;01:00:00;CAN5868;202523;CANX5868Q2A;98,52;0,93;2,40;100,00;91,78;3,53;2,43;1,29;10,28;45,57;-117,41;2.375,00;2.300,00;73,00;39,00;2.862,00;345,00;373 ;180 ;19 ;15 ;0,00;0,00;1.298.895.818,00;591.912.135,00;39 ;0 
20250602;01:00:00;CAN5872;202523;CANX5872P1A;100,00;10,48;31,62;100,00;100,00;167,62;0,30;1,82;11,49;7,62;-104,65;2.100,00;2.037,00;57,00;55,00;793,00;193,00;1.346 ;1.103 ;2.899 ;2.697 ;660,00;660,00;20.442.250.374,00;1.556.962.452,00;84 ;13 
20250602;01:00:00;CAN5872;202523;CANX5872P2A;99,46;6,31;34,66;100,00;100,00;153,89;0,35;1,84;9,86;7,45;-115,64;2.236,00;2.241,00;1,00;124,00;926,00;916,00;3.241 ;7.074 ;2.604 ;2.128 ;1.074,00;1.074,00;20.442.250.374,00;1.522.247.398,00;79 ;3 
20250602;01:00:00;CAN5872;202523;CANX5872P3A;99,68;4,52;43,24;100,00;N/A;183,33;0,59;1,90;12,26;7,31;-116,74;1.547,00;1.539,00;0,00;68,00;3.642,00;511,00;1.119 ;369 ;3.278 ;3.058 ;1.791,00;1.791,00;20.442.250.374,00;1.493.729.473,00;91 ;3 
20250602;01:00:00;CAN5872;202523;CANX5872Q1A;100,00;2,32;5,79;100,00;100,00;4,96;0,70;1,33;6,19;20,31;-115,56;518,00;473,00;57,00;12,00;232,00;436,00;521 ;18 ;9 ;3 ;0,00;0,00;1.467.236.178,00;297.946.156,00;33 ;0 
20250602;01:00:00;CAN5872;202523;CANX5872Q2A;99,23;0,54;5,75;100,00;100,00;3,32;0,53;1,52;8,74;45,95;-117,04;922,00;905,00;26,00;42,00;214,00;1.296,00;1.563 ;13 ;11 ;4 ;0,00;0,00;759.617.740,00;349.009.418,00;49 ;0 
20250602;01:00:00;CAN5872;202523;CANX5872Q3A;98,53;0,51;1,15;100,00;100,00;3,93;1,36;1,33;8,83;32,73;-115,19;780,00;747,00;32,00;29,00;346,00;802,00;833 ;13 ;3 ;1 ;0,00;0,00;1.195.618.660,00;391.350.646,00;40 ;0 
20250602;02:00:00;CAN5100;202523;CANX5100Q1A;100,00;2,62;10,92;100,00;100,00;18,53;10,53;1,93;11,42;7,14;-119,08;229,00;228,00;11,00;3,00;588,00;134,00;150 ;83 ;9 ;7 ;0,00;0,00;1.208.946.720,00;86.375.553,00;97 ;0 
20250602;02:00:00;CAN5100;202523;CANX5100Q2A;100,00;0,00;0,55;100,00;100,00;15,73;3,31;1,84;12,54;21,68;-118,50;542,00;497,00;42,00;1,00;572,00;2,00;22 ;13 ;14 ;9 ;0,00;0,00;1.366.222.384,00;296.169.222,00;88 ;0 
20250602;02:00:00;CAN5100;202523;CANX5100Q3A;100,00;0,89;3,11;100,00;N/A;16,29;8,94;1,35;11,31;8,53;-112,21;225,00;227,00;0,00;3,00;232,00;35,00;90 ;26 ;16 ;6 ;0,00;0,00;1.177.642.626,00;100.418.108,00;63 ;0 
20250602;02:00:00;CAN5101;202523;CANX5101Q1A;100,00;15,49;72,54;100,00;100,00;3,31;6,19;1,54;8,39;30,59;-119,12;426,00;326,00;6,00;8,00;656,00;42,00;624 ;1.638 ;43 ;0 ;0,00;0,00;1.404.581.968,00;429.624.858,00;54 ;0 
20250602;02:00:00;CAN5101;202523;CANX5101Q2A;100,00;13,23;41,62;100,00;N/A;13,94;6,87;1,58;11,00;9,53;-118,15;567,00;637,00;0,00;79,00;489,00;2.505,00;3.450 ;493 ;4 ;0 ;0,00;0,00;1.075.079.848,00;102.447.528,00;74 ;0 
20250602;02:00:00;CAN5101;202523;CANX5101Q3A;52,27;2,65;13,07;N/A;100,00;10,84;1,81;1,68;11,24;12,11;-117,96;1.094,00;2.068,00;7,00;0,00;773,00;6,00;184 ;2.088 ;14 ;0 ;0,00;0,00;1.006.155.880,00;121.864.630,00;69 ;0 
20250602;02:00:00;CAN5102;202523;CANX5102Q1A;94,94;0,73;3,24;100,00;100,00;4,77;4,72;1,49;9,83;31,53;-117,62;957,00;849,00;144,00;25,00;838,00;757,00;951 ;188 ;147 ;113 ;0,00;0,00;970.336.318,00;305.907.334,00;50 ;0 
20250602;02:00:00;CAN5102;202523;CANX5102Q2A;82,89;1,35;9,62;100,00;100,00;1,02;2,32;1,30;8,47;38,50;-116,92;4.282,00;4.862,00;83,00;168,00;3.083,00;4.043,00;4.988 ;141 ;12 ;9 ;0,00;0,00;1.366.385.272,00;526.091.165,00;28 ;0 
20250602;02:00:00;CAN5102;202523;CANX5102Q3A;99,59;1,32;2,68;100,00;100,00;1,23;1,47;1,33;8,32;36,34;-117,68;3.323,00;3.411,00;86,00;305,00;2.536,00;1.917,00;2.057 ;18 ;20 ;18 ;0,00;0,00;1.084.512.782,00;394.106.202,00;35 ;0 
20250602;02:00:00;CAN5102;202523;CANX5102Q4A;98,40;0,00;0,60;100,00;100,00;4,17;5,53;1,13;7,09;26,91;-118,55;499,00;501,00;1,00;13,00;228,00;340,00;439 ;23 ;7 ;4 ;0,00;0,00;1.258.987.414,00;338.754.928,00;18 ;0 
20250602;02:00:00;CAN5103;202523;CANX5103Q1A;99,65;0,52;1,75;100,00;100,00;6,62;12,99;1,65;10,42;21,95;-118,46;572,00;570,00;15,00;20,00;690,00;6,00;23 ;16 ;11 ;7 ;0,00;0,00;1.161.235.048,00;254.850.956,00;66 ;0 
20250602;02:00:00;CAN5103;202523;CANX5103Q2A;100,00;0,67;1,52;100,00;100,00;10,56;5,05;1,62;11,17;18,28;-118,38;1.645,00;1.569,00;48,00;5,00;1.819,00;73,00;147 ;166 ;30 ;10 ;0,00;0,00;1.115.808.716,00;204.012.295,00;77 ;0 
20250602;02:00:00;CAN5104;202523;CANX5104Q1A;99,53;0,47;1,87;100,00;100,00;9,99;13,52;1,12;12,06;4,65;-119,87;214,00;212,00;2,00;18,00;156,00;63,00;121 ;38 ;7 ;4 ;0,00;0,00;1.117.982.854,00;51.943.680,00;9 ;0 
20250602;02:00:00;CAN5104;202523;CANX5104Q2A;100,00;0,00;0,00;N/A;100,00;9,26;2,11;1,25;9,56;7,03;-118,99;89,00;70,00;22,00;0,00;43,00;71,00;95 ;28 ;17 ;12 ;0,00;0,00;1.135.756.314,00;79.840.567,00;39 ;0 
20250602;02:00:00;CAN5104;202523;CANX5104Q3A;100,00;3,83;20,77;100,00;100,00;14,20;2,28;1,53;12,50;6,54;-120,14;183,00;156,00;1,00;21,00;193,00;139,00;209 ;55 ;32 ;27 ;0,00;0,00;1.100.168.528,00;71.987.376,00;45 ;0 
20250602;02:00:00;CAN5105;202523;CANX5105Q1A;99,84;1,11;3,17;100,00;100,00;10,76;1,14;1,63;11,35;12,94;-119,13;630,00;613,00;27,00;3,00;400,00;177,00;555 ;91 ;64 ;51 ;0,00;0,00;1.011.203.242,00;130.815.255,00;64 ;0 
20250602;02:00:00;CAN5105;202523;CANX5105Q2A;100,00;1,20;2,20;N/A;100,00;9,53;2,70;1,57;9,89;14,21;-118,92;500,00;493,00;8,00;0,00;599,00;24,00;34 ;19 ;3 ;2 ;0,00;0,00;1.105.713.606,00;157.096.721,00;58 ;0 
20250602;02:00:00;CAN5113;202523;CANX5113P1A;100,00;0,00;47,62;100,00;N/A;269,98;13,48;2,28;12,35;0,31;-114,04;21,00;20,00;0,00;8,00;68,00;22,00;35 ;59 ;19 ;15 ;3,00;3,00;20.442.251.466,00;63.209.597,00;85 ;10 
20250602;02:00:00;CAN5113;202523;CANX5113P2A;99,34;2,09;12,78;100,00;52,94;117,14;0,24;1,78;11,79;1,89;-113,53;1.197,00;1.221,00;34,00;72,00;237,00;274,00;1.497 ;832 ;202 ;191 ;21,00;21,00;20.442.251.466,00;385.981.574,00;81 ;3 
