Dia;HORA.;SITE;Week;5G_GCELDA;5G_CSSR_DATA;5G_DCR_DATA  (triggered by sgNB);5G_DCR_DATA  (including triggered by MeNB);5G Intra HO SuccRate;5G Inter RAT HO SuccRate;Tput DL 5G User;Tput UL 5G User;5G_MIMO Performance;5G Avg Reported CQI;5G PRB Use;UL Average Interference Noise(dBm);5G.DCR.ATTEMPS;5G.CSSR.ATTEMPS;5G.INTER.ATTEMPS;5G.INTRA.ATTEMPS;TP1 (0.0 - 0.3 Km);TP2 (0.3 - 0.7 Km);TP3 (0.7 - 1.1 Km);TP4 (1.1 - 2.2 Km);TP5 (2.2 - 3.6 Km);TP6 (3.6 - 6.2 Km);TP7 (6.2 - 14.5 Km);TP8 (>14.5 Km);AVERAGE PRB LOAD DL: E5GPRBDL003: Num_DL_PRBs_Disp;N.PRB.DL.Used.Avg;5G_QF MIMO (Rank2)(%);5G_QF MIMO (Rank4)(%)
20250603;01:00:00;CAN5872;202523;CANX5872P2A;99,77;3,76;28,18;100,00;100,00;131,79;0,31;1,90;10,77;11,40;-115,51;2.583,00;2.567,00;6,00;206,00;1.123,00;1.407,00;6.895 ;3.753 ;2.856 ;2.471 ;1.295,00;1.295,00;20.442.250.374,00;2.329.838.469,00;75 ;3 
20250603;01:00:00;CAN5872;202523;CANX5872P3A;99,94;4,84;39,02;100,00;N/A;130,13;0,17;1,96;12,72;6,29;-116,77;1.548,00;1.570,00;0,00;124,00;4.948,00;445,00;1.231 ;342 ;1.525 ;1.329 ;269,00;269,00;20.442.250.374,00;1.286.040.933,00;89 ;16 
20250603;01:00:00;CAN5872;202523;CANX5872Q1A;100,00;0,26;1,31;100,00;100,00;3,41;1,10;1,30;7,58;14,52;-116,38;382,00;360,00;22,00;5,00;220,00;242,00;256 ;21 ;14 ;3 ;0,00;0,00;1.216.103.698,00;176.589.244,00;34 ;0 
20250603;01:00:00;CAN5872;202523;CANX5872Q2A;99,78;1,18;4,72;100,00;100,00;6,80;0,49;1,27;8,94;32,22;-116,70;932,00;919,00;28,00;14,00;240,00;1.120,00;1.334 ;13 ;10 ;6 ;0,00;0,00;875.660.978,00;282.127.908,00;43 ;0 
20250603;01:00:00;CAN5872;202523;CANX5872Q3A;99,44;0,39;1,96;100,00;100,00;4,54;1,99;1,24;8,64;24,21;-116,00;766,00;716,00;52,00;11,00;595,00;416,00;445 ;10 ;7 ;5 ;0,00;0,00;1.095.497.548,00;265.224.468,00;29 ;0 
20250603;02:00:00;CAN5100;202523;CANX5100Q1A;100,00;0,00;0,00;100,00;100,00;10,73;8,63;1,82;13,11;9,50;-118,53;112,00;108,00;3,00;8,00;131,00;4,00;27 ;27 ;20 ;13 ;0,00;0,00;1.123.905.262,00;106.762.186,00;86 ;0 
20250603;02:00:00;CAN5100;202523;CANX5100Q2A;98,42;0,29;2,03;100,00;100,00;12,06;8,55;1,81;12,16;15,04;-117,83;688,00;634,00;76,00;4,00;840,00;4,00;17 ;18 ;9 ;4 ;0,00;0,00;1.278.761.444,00;192.307.245,00;87 ;0 
20250603;02:00:00;CAN5100;202523;CANX5100Q3A;100,00;0,00;4,48;100,00;100,00;20,39;8,35;1,73;12,02;9,81;-115,18;290,00;293,00;1,00;5,00;322,00;10,00;25 ;16 ;7 ;2 ;0,00;0,00;1.254.538.014,00;123.080.548,00;73 ;0 
20250603;02:00:00;CAN5101;202523;CANX5101Q1A;100,00;10,47;85,34;100,00;100,00;13,50;11,55;1,00;12,37;7,66;-116,97;191,00;166,00;5,00;2,00;195,00;10,00;539 ;1.033 ;3 ;0 ;0,00;0,00;1.138.229.050,00;87.145.687,00;0 ;0 
20250603;02:00:00;CAN5101;202523;CANX5101Q2A;100,00;5,69;21,09;N/A;N/A;12,63;10,12;1,93;10,83;39,94;-119,48;422,00;421,00;0,00;0,00;760,00;321,00;656 ;361 ;0 ;0 ;0,00;0,00;1.195.434.438,00;477.437.154,00;88 ;0 
20250603;02:00:00;CAN5101;202523;CANX5101Q3A;19,40;3,07;14,82;N/A;100,00;17,39;2,00;1,41;12,86;9,26;-115,58;587,00;2.886,00;14,00;0,00;828,00;566,00;679 ;2.843 ;0 ;0 ;0,00;0,00;1.140.464.896,00;105.627.163,00;52 ;0 
20250603;02:00:00;CAN5102;202523;CANX5102Q1A;99,68;0,20;2,97;100,00;100,00;5,08;4,94;1,50;10,25;25,29;-118,32;1.011,00;945,00;72,00;10,00;1.030,00;363,00;554 ;136 ;102 ;55 ;0,00;0,00;1.147.647.556,00;290.227.978,00;54 ;0 
20250603;02:00:00;CAN5102;202523;CANX5102Q2A;86,06;0,93;5,48;100,00;100,00;1,78;1,00;1,35;8,92;40,05;-117,33;3.324,00;3.801,00;91,00;252,00;1.784,00;3.829,00;4.555 ;135 ;8 ;5 ;0,00;0,00;1.282.450.854,00;513.599.471,00;37 ;0 
20250603;02:00:00;CAN5102;202523;CANX5102Q3A;99,44;0,65;1,59;100,00;100,00;2,09;1,56;1,37;9,38;33,71;-118,24;3.834,00;3.736,00;58,00;165,00;2.478,00;2.051,00;2.130 ;12 ;16 ;12 ;0,00;0,00;1.081.432.890,00;364.517.569,00;43 ;0 
20250603;02:00:00;CAN5102;202523;CANX5102Q4A;99,83;0,16;0,81;100,00;100,00;3,73;5,91;1,41;9,68;17,22;-118,40;621,00;601,00;4,00;37,00;72,00;407,00;679 ;43 ;8 ;5 ;0,00;0,00;974.339.062,00;167.773.921,00;40 ;0 
20250603;02:00:00;CAN5103;202523;CANX5103Q1A;99,30;0,52;1,55;100,00;100,00;9,80;6,24;1,51;11,33;9,55;-118,64;582,00;572,00;24,00;15,00;668,00;5,00;20 ;17 ;20 ;4 ;0,00;0,00;1.107.054.224,00;105.679.771,00;62 ;0 
20250603;02:00:00;CAN5103;202523;CANX5103Q2A;98,90;0,19;0,25;100,00;100,00;8,68;1,49;1,49;11,97;20,73;-117,28;1.591,00;1.541,00;49,00;10,00;1.653,00;81,00;127 ;198 ;34 ;18 ;0,00;0,00;1.172.826.116,00;243.087.974,00;72 ;0 
20250603;02:00:00;CAN5104;202523;CANX5104Q1A;100,00;0,45;0,91;100,00;100,00;17,10;10,71;1,08;12,80;4,47;-119,64;220,00;222,00;1,00;7,00;162,00;56,00;99 ;57 ;8 ;5 ;0,00;0,00;1.118.650.480,00;50.011.777,00;4 ;0 
20250603;02:00:00;CAN5104;202523;CANX5104Q2A;100,00;0,00;0,00;N/A;100,00;6,56;0,80;1,33;10,98;1,60;-119,49;14,00;10,00;3,00;0,00;7,00;22,00;54 ;34 ;24 ;19 ;0,00;0,00;1.093.312.956,00;17.504.999,00;33 ;0 
20250603;02:00:00;CAN5104;202523;CANX5104Q3A;100,00;2,82;28,17;100,00;100,00;12,65;3,14;1,47;11,66;2,23;-119,84;71,00;51,00;3,00;7,00;44,00;35,00;48 ;17 ;8 ;3 ;0,00;0,00;1.100.439.018,00;24.526.262,00;67 ;0 
20250603;02:00:00;CAN5105;202523;CANX5105Q1A;100,00;0,71;3,30;100,00;100,00;5,88;4,18;1,37;9,34;11,95;-119,03;424,00;403,00;39,00;3,00;255,00;61,00;425 ;80 ;74 ;40 ;0,00;0,00;980.483.534,00;117.162.558,00;42 ;0 
20250603;02:00:00;CAN5105;202523;CANX5105Q2A;100,00;0,46;1,15;100,00;100,00;10,06;5,28;1,80;11,47;21,67;-119,19;436,00;431,00;9,00;1,00;447,00;6,00;24 ;26 ;10 ;5 ;0,00;0,00;1.172.595.430,00;254.151.111,00;78 ;0 
20250603;02:00:00;CAN5113;202523;CANX5113P1A;100,00;7,69;23,08;100,00;N/A;122,93;58,89;2,44;12,48;0,28;-114,26;13,00;10,00;0,00;3,00;16,00;16,00;37 ;27 ;13 ;13 ;0,00;0,00;20.442.250.374,00;57.553.609,00;78 ;43 
20250603;02:00:00;CAN5113;202523;CANX5113P2A;99,73;1,69;10,42;100,00;100,00;171,92;0,11;1,85;11,84;2,70;-114,01;1.123,00;1.130,00;7,00;29,00;265,00;275,00;1.314 ;978 ;153 ;139 ;58,00;58,00;20.442.250.374,00;552.413.115,00;85 ;2 
20250603;02:00:00;CAN5113;202523;CANX5113P3A;100,00;1,77;21,46;100,00;100,00;109,09;0,04;1,82;10,31;2,68;-105,40;960,00;980,00;7,00;37,00;158,00;106,00;2.056 ;579 ;172 ;133 ;25,00;25,00;20.442.250.374,00;547.623.339,00;74 ;10 
20250603;02:00:00;CAN5113;202523;CANX5113Q1A;100,00;0,00;0,00;N/A;N/A;N/A;N/A;1,00;6,28;4,42;-119,69;2,00;2,00;0,00;0,00;10,00;90,00;314 ;517 ;298 ;113 ;0,00;0,00;1.161.149.534,00;51.298.146,00;0 ;0 
20250603;02:00:00;CAN5113;202523;CANX5113Q2A;99,93;0,36;0,57;N/A;92,59;2,64;0,40;1,28;8,45;28,62;-117,47;1.393,00;1.354,00;27,00;0,00;1.228,00;1.059,00;2.105 ;1.323 ;61 ;33 ;0,00;0,00;979.247.378,00;280.266.650,00;28 ;0 
20250603;02:00:00;CAN5113;202523;CANX5113Q3A;100,00;0,00;3,29;N/A;100,00;3,16;0,10;1,09;10,33;6,80;-118,00;607,00;582,00;12,00;0,00;248,00;58,00;543 ;41 ;7 ;3 ;0,00;0,00;1.129.616.936,00;76.768.340,00;8 ;0 
20250603;02:00:00;CAN5115;202523;CANX5115Q1A;99,61;0,00;1,43;100,00;100,00;9,09;2,45;1,61;10,64;29,34;-119,76;1.051,00;1.022,00;20,00;14,00;1.346,00;11,00;35 ;36 ;27 ;7 ;0,00;0,00;1.516.561.406,00;444.990.392,00;61 ;0 
20250603;02:00:00;CAN5115;202523;CANX5115Q2A;100,00;3,68;5,88;100,00;100,00;3,60;2,31;1,42;8,17;10,07;-117,13;136,00;133,00;14,00;23,00;193,00;52,00;63 ;16 ;6 ;3 ;0,00;0,00;1.279.257.334,00;128.864.439,00;40 ;0 
20250603;02:00:00;CAN5115;202523;CANX5115Q3A;99,80;0,19;0,57;100,00;100,00;10,79;5,19;1,86;9,85;33,05;-118,29;524,00;501,00;22,00;2,00;178,00;384,00;431 ;17 ;7 ;3 ;0,00;0,00;1.215.706.160,00;401.787.294,00;80 ;0 
20250603;02:00:00;CAN5115;202523;CANX5115Q4A;100,00;0,00;1,39;100,00;100,00;5,14;9,56;1,29;9,42;5,19;-118,78;72,00;70,00;2,00;2,00;67,00;17,00;35 ;19 ;6 ;4 ;0,00;0,00;1.115.545.674,00;57.917.463,00;49 ;0 
20250603;02:00:00;CAN5868;202523;CANX5868Q1A;92,93;0,15;0,59;100,00;100,00;9,65;5,05;1,31;9,61;14,62;-117,96;680,00;651,00;18,00;10,00;772,00;88,00;110 ;185 ;12 ;6 ;0,00;0,00;1.189.282.176,00;173.887.406,00;39 ;0 
20250603;02:00:00;CAN5868;202523;CANX5868Q2A;100,00;0,40;0,60;100,00;96,36;5,78;1,21;1,29;9,71;34,82;-118,02;1.504,00;1.437,00;55,00;9,00;1.620,00;96,00;133 ;21 ;33 ;19 ;0,00;0,00;1.398.522.368,00;486.985.248,00;34 ;0 
20250603;02:00:00;CAN5872;202523;CANX5872P1A;100,00;6,15;23,95;100,00;100,00;197,12;0,24;1,93;11,53;5,41;-108,23;1.854,00;1.822,00;16,00;24,00;779,00;338,00;867 ;1.015 ;3.831 ;3.684 ;1.589,00;1.589,00;20.442.250.374,00;1.104.908.316,00;82 ;10 
20250603;02:00:00;CAN5872;202523;CANX5872P2A;99,96;4,19;39,09;100,00;100,00;172,40;0,17;1,83;10,44;5,40;-116,15;2.433,00;2.438,00;1,00;142,00;754,00;1.074,00;8.931 ;5.425 ;5.143 ;4.665 ;2.895,00;2.895,00;20.442.250.374,00;1.104.554.369,00;65 ;3 
20250603;02:00:00;CAN5872;202523;CANX5872P3A;99,94;2,86;33,31;100,00;N/A;176,75;0,41;1,95;12,44;3,38;-117,20;1.540,00;1.548,00;0,00;107,00;4.027,00;639,00;1.290 ;561 ;1.353 ;1.235 ;133,00;133,00;20.442.250.374,00;691.534.870,00;83 ;5 
20250603;02:00:00;CAN5872;202523;CANX5872Q1A;100,00;0,72;1,45;100,00;100,00;5,50;2,35;1,27;8,23;13,26;-116,48;276,00;258,00;13,00;4,00;211,00;140,00;158 ;16 ;9 ;6 ;0,00;0,00;1.139.162.936,00;151.104.136,00;42 ;0 
20250603;02:00:00;CAN5872;202523;CANX5872Q2A;99,74;1,74;6,22;100,00;100,00;9,81;0,50;1,37;9,15;17,11;-115,64;804,00;782,00;7,00;9,00;132,00;1.192,00;1.389 ;22 ;6 ;4 ;0,00;0,00;987.048.970,00;168.917.050,00;51 ;0 
20250603;02:00:00;CAN5872;202523;CANX5872Q3A;100,00;0,30;1,80;92,86;100,00;5,01;5,58;1,35;9,38;20,29;-117,13;666,00;655,00;30,00;14,00;491,00;455,00;488 ;45 ;7 ;1 ;0,00;0,00;1.388.743.280,00;281.732.650,00;46 ;0 
20250603;03:00:00;CAN5100;202523;CANX5100Q1A;100,00;0,54;1,62;100,00;100,00;9,25;1,78;1,74;12,53;4,55;-119,04;185,00;180,00;4,00;4,00;212,00;8,00;31 ;25 ;18 ;6 ;0,00;0,00;1.136.664.712,00;51.674.890,00;85 ;0 
20250603;03:00:00;CAN5100;202523;CANX5100Q2A;100,00;0,00;0,00;100,00;100,00;17,58;4,96;1,76;12,66;9,74;-118,36;444,00;409,00;35,00;2,00;437,00;37,00;53 ;23 ;5 ;3 ;0,00;0,00;1.201.405.506,00;117.060.507,00;86 ;0 
20250603;03:00:00;CAN5100;202523;CANX5100Q3A;100,00;0,32;1,89;100,00;N/A;28,02;1,04;1,84;12,49;11,54;-116,35;317,00;315,00;0,00;3,00;343,00;19,00;36 ;20 ;16 ;8 ;0,00;0,00;1.266.222.056,00;146.067.639,00;74 ;0 
20250603;03:00:00;CAN5101;202523;CANX5101Q1A;100,00;31,73;79,81;N/A;100,00;0,61;2,16;1,10;11,70;4,56;-116,90;104,00;92,00;4,00;0,00;67,00;11,00;360 ;654 ;1 ;0 ;0,00;0,00;1.142.349.642,00;52.142.426,00;4 ;0 
20250603;03:00:00;CAN5101;202523;CANX5101Q2A;99,31;3,13;30,56;N/A;N/A;18,67;15,72;1,97;10,58;45,55;-119,77;288,00;289,00;0,00;0,00;657,00;1.214,00;1.304 ;214 ;5 ;0 ;0,00;0,00;1.545.687.658,00;703.999.756,00;96 ;0 
20250603;03:00:00;CAN5101;202523;CANX5101Q3A;10,75;2,61;15,67;N/A;100,00;17,12;1,07;1,59;11,97;8,22;-115,44;383,00;3.340,00;10,00;0,00;843,00;422,00;498 ;3.370 ;1 ;0 ;0,00;0,00;1.178.499.390,00;96.865.734,00;60 ;0 
20250603;03:00:00;CAN5102;202523;CANX5102Q1A;99,76;0,33;1,63;100,00;100,00;9,83;10,57;1,59;10,70;15,48;-118,74;920,00;832,00;90,00;17,00;798,00;369,00;460 ;73 ;33 ;19 ;0,00;0,00;1.136.205.966,00;175.910.715,00;64 ;0 
20250603;03:00:00;CAN5102;202523;CANX5102Q2A;85,57;1,32;3,35;100,00;100,00;3,33;1,87;1,35;9,28;33,36;-118,26;2.357,00;2.688,00;47,00;99,00;1.205,00;2.431,00;2.818 ;98 ;16 ;9 ;0,00;0,00;1.091.047.310,00;364.025.612,00;44 ;0 
20250603;03:00:00;CAN5102;202523;CANX5102Q3A;98,27;0,68;1,21;100,00;100,00;2,66;1,60;1,40;9,62;26,16;-118,90;2.653,00;2.662,00;42,00;87,00;1.749,00;1.459,00;1.516 ;19 ;29 ;13 ;0,00;0,00;932.062.778,00;243.818.188,00;44 ;0 
20250603;03:00:00;CAN5102;202523;CANX5102Q4A;100,00;0,50;2,49;100,00;100,00;4,82;7,12;1,36;10,37;15,14;-119,22;402,00;394,00;1,00;8,00;86,00;273,00;426 ;22 ;11 ;4 ;0,00;0,00;1.180.757.970,00;178.824.461,00;39 ;0 
20250603;03:00:00;CAN5103;202523;CANX5103Q1A;100,00;0,00;0,52;100,00;100,00;15,32;10,00;1,68;11,83;7,91;-118,91;386,00;384,00;14,00;10,00;427,00;4,00;24 ;18 ;14 ;3 ;0,00;0,00;1.153.869.024,00;91.229.590,00;85 ;0 
20250603;03:00:00;CAN5103;202523;CANX5103Q2A;100,00;0,23;0,38;100,00;100,00;12,80;5,14;1,70;12,94;11,10;-116,76;1.326,00;1.292,00;30,00;2,00;1.354,00;66,00;79 ;140 ;19 ;10 ;0,00;0,00;1.067.694.760,00;118.497.128,00;87 ;0 
20250603;03:00:00;CAN5104;202523;CANX5104Q1A;100,00;0,00;0,96;100,00;100,00;19,65;8,71;1,14;12,19;4,05;-120,26;311,00;310,00;1,00;5,00;191,00;101,00;178 ;74 ;9 ;5 ;0,00;0,00;1.120.855.364,00;45.380.543,00;5 ;0 
20250603;03:00:00;CAN5104;202523;CANX5104Q2A;100,00;0,00;5,88;N/A;100,00;11,94;4,11;1,83;10,23;1,93;-119,52;17,00;13,00;4,00;0,00;6,00;22,00;59 ;37 ;26 ;23 ;0,00;0,00;1.102.298.958,00;21.258.302,00;87 ;0 
20250603;03:00:00;CAN5104;202523;CANX5104Q3A;100,00;4,44;31,11;100,00;100,00;12,37;2,46;1,01;11,69;2,23;-120,13;45,00;33,00;1,00;5,00;20,00;22,00;44 ;13 ;9 ;4 ;0,00;0,00;1.105.687.836,00;24.619.984,00;12 ;0 
20250603;03:00:00;CAN5105;202523;CANX5105Q1A;100,00;2,09;8,14;100,00;100,00;2,93;6,75;1,44;9,46;9,54;-119,60;430,00;411,00;30,00;5,00;309,00;23,00;457 ;21 ;11 ;6 ;0,00;0,00;1.073.131.182,00;102.393.022,00;41 ;0 
20250603;03:00:00;CAN5105;202523;CANX5105Q2A;100,00;0,94;2,07;100,00;100,00;14,11;1,45;1,75;11,88;27,00;-119,81;532,00;522,00;16,00;1,00;517,00;86,00;99 ;16 ;8 ;3 ;0,00;0,00;1.191.651.144,00;321.687.843,00;80 ;0 
20250603;03:00:00;CAN5113;202523;CANX5113P1A;100,00;0,00;5,26;100,00;N/A;194,42;0,08;2,56;13,55;0,30;-114,62;19,00;22,00;0,00;6,00;14,00;10,00;30 ;24 ;16 ;9 ;1,00;1,00;20.442.251.466,00;62.210.208,00;100 ;53 
20250603;03:00:00;CAN5113;202523;CANX5113P2A;99,66;0,95;9,71;100,00;100,00;227,40;0,50;1,85;12,99;1,59;-114,47;1.164,00;1.176,00;4,00;28,00;116,00;196,00;1.457 ;470 ;42 ;22 ;3,00;3,00;20.442.251.466,00;324.533.202,00;84 ;2 
20250603;03:00:00;CAN5113;202523;CANX5113P3A;100,00;0,94;11,61;100,00;100,00;125,13;0,04;2,20;10,26;2,67;-105,67;956,00;961,00;6,00;26,00;114,00;73,00;1.476 ;596 ;123 ;76 ;2,00;2,00;20.442.251.466,00;545.798.136,00;87 ;11 
20250603;03:00:00;CAN5113;202523;CANX5113Q1A;100,00;0,00;0,00;N/A;N/A;3,08;N/A;1,83;9,00;4,42;-120,02;8,00;8,00;0,00;0,00;11,00;59,00;267 ;465 ;246 ;100 ;0,00;0,00;1.161.300.914,00;51.346.921,00;33 ;0 
20250603;03:00:00;CAN5113;202523;CANX5113Q2A;99,59;0,20;1,01;100,00;96,97;8,72;0,63;1,45;10,52;8,19;-117,91;1.487,00;1.463,00;33,00;3,00;417,00;1.174,00;1.757 ;524 ;155 ;83 ;0,00;0,00;1.061.594.488,00;86.926.862,00;31 ;0 
20250603;03:00:00;CAN5113;202523;CANX5113Q3A;100,00;0,44;4,44;100,00;100,00;16,60;0,89;1,24;11,34;5,54;-118,88;450,00;434,00;8,00;4,00;149,00;52,00;448 ;30 ;29 ;22 ;0,00;0,00;1.120.625.806,00;62.075.725,00;15 ;0 
20250603;03:00:00;CAN5115;202523;CANX5115Q1A;99,65;0,08;0,93;100,00;100,00;8,26;4,10;1,55;10,73;16,69;-120,18;1.183,00;1.142,00;6,00;16,00;1.443,00;19,00;52 ;34 ;24 ;4 ;0,00;0,00;1.239.438.140,00;206.898.271,00;57 ;0 
20250603;03:00:00;CAN5115;202523;CANX5115Q2A;99,19;1,88;4,23;100,00;100,00;5,47;2,41;1,55;7,59;20,27;-118,06;213,00;247,00;3,00;59,00;384,00;40,00;56 ;18 ;15 ;4 ;0,00;0,00;1.438.246.716,00;291.519.309,00;51 ;0 
20250603;03:00:00;CAN5115;202523;CANX5115Q3A;100,00;0,51;1,78;100,00;100,00;14,44;4,02;1,83;9,60;22,70;-118,43;394,00;372,00;24,00;3,00;217,00;286,00;349 ;27 ;12 ;7 ;0,00;0,00;1.463.155.924,00;332.164.450,00;82 ;0 
20250603;03:00:00;CAN5115;202523;CANX5115Q4A;100,00;0,00;0,00;N/A;N/A;4,34;0,33;1,42;8,32;6,32;-119,02;56,00;49,00;0,00;0,00;44,00;20,00;34 ;13 ;8 ;4 ;0,00;0,00;1.194.133.046,00;75.505.497,00;53 ;0 
20250603;03:00:00;CAN5868;202523;CANX5868Q1A;98,37;0,00;0,57;100,00;100,00;11,40;0,63;1,42;8,65;9,48;-117,78;528,00;490,00;15,00;12,00;603,00;84,00;100 ;162 ;13 ;4 ;0,00;0,00;1.248.294.756,00;118.377.096,00;44 ;0 
20250603;03:00:00;CAN5868;202523;CANX5868Q2A;100,00;0,31;0,37;100,00;96,97;10,77;0,42;1,14;11,54;31,87;-117,64;1.608,00;1.557,00;33,00;8,00;1.581,00;243,00;298 ;15 ;39 ;31 ;0,00;0,00;1.380.474.512,00;439.941.523,00;33 ;0 
20250603;03:00:00;CAN5872;202523;CANX5872P1A;100,00;3,22;23,56;100,00;100,00;278,59;0,44;2,16;12,13;4,70;-110,17;1.583,00;1.570,00;16,00;63,00;1.138,00;194,00;514 ;869 ;3.486 ;3.361 ;1.308,00;1.308,00;20.442.251.466,00;960.593.676,00;90 ;17 
20250603;03:00:00;CAN5872;202523;CANX5872P2A;99,93;4,09;46,61;100,00;N/A;231,72;2,63;1,96;10,77;2,59;-116,59;2.907,00;2.906,00;0,00;83,00;1.900,00;510,00;9.932 ;7.508 ;7.600 ;7.362 ;6.162,00;6.162,00;20.442.251.466,00;530.158.773,00;89 ;10 
20250603;03:00:00;CAN5872;202523;CANX5872P3A;99,94;3,34;40,66;100,00;N/A;199,42;0,56;1,90;11,47;2,07;-117,45;1.557,00;1.557,00;0,00;25,00;5.348,00;431,00;919 ;340 ;1.780 ;1.607 ;185,00;185,00;20.442.251.466,00;423.859.382,00;87 ;2 
20250603;03:00:00;CAN5872;202523;CANX5872Q1A;100,00;0,00;0,90;N/A;100,00;6,60;2,83;1,34;9,55;8,85;-116,56;222,00;214,00;6,00;0,00;190,00;63,00;78 ;18 ;9 ;5 ;0,00;0,00;1.119.900.628,00;99.071.861,00;53 ;0 
20250603;03:00:00;CAN5872;202523;CANX5872Q2A;99,76;0,83;3,44;100,00;100,00;8,10;0,83;1,38;9,35;15,28;-116,00;843,00;820,00;8,00;4,00;136,00;1.255,00;1.530 ;14 ;7 ;3 ;0,00;0,00;989.660.428,00;151.208.940,00;45 ;0 
20250603;03:00:00;CAN5872;202523;CANX5872Q3A;100,00;0,40;2,01;100,00;100,00;9,43;5,89;1,33;10,20;17,82;-117,19;745,00;713,00;39,00;6,00;630,00;401,00;442 ;83 ;8 ;3 ;0,00;0,00;1.553.662.202,00;276.844.258,00;43 ;0 
20250603;04:00:00;CAN5100;202523;CANX5100Q1A;100,00;2,27;8,33;100,00;N/A;15,94;5,09;1,70;11,99;2,19;-119,61;132,00;135,00;0,00;4,00;140,00;58,00;93 ;25 ;11 ;6 ;0,00;0,00;1.108.182.456,00;24.221.177,00;75 ;0 
20250603;04:00:00;CAN5100;202523;CANX5100Q2A;100,00;0,00;0,46;100,00;100,00;23,28;11,04;1,87;13,33;6,84;-119,14;650,00;619,00;50,00;2,00;596,00;100,00;110 ;21 ;12 ;6 ;0,00;0,00;1.179.580.996,00;80.625.575,00;89 ;0 
20250603;04:00:00;CAN5100;202523;CANX5100Q3A;100,00;0,00;1,90;100,00;N/A;20,49;16,89;1,75;12,27;7,21;-113,06;158,00;156,00;0,00;1,00;209,00;21,00;47 ;27 ;9 ;4 ;0,00;0,00;1.178.350.878,00;85.001.286,00;74 ;0 
20250603;04:00:00;CAN5101;202523;CANX5101Q1A;100,00;12,76;76,53;100,00;100,00;8,72;13,39;1,21;11,94;6,46;-117,79;196,00;184,00;9,00;3,00;268,00;233,00;936 ;986 ;3 ;0 ;0,00;0,00;1.159.616.142,00;74.908.905,00;19 ;0 
20250603;04:00:00;CAN5101;202523;CANX5101Q2A;100,00;13,62;57,89;100,00;N/A;13,85;11,76;1,94;11,11;37,97;-119,97;323,00;322,00;0,00;1,00;730,00;2.207,00;2.640 ;155 ;5 ;0 ;0,00;0,00;1.321.753.820,00;501.819.847,00;91 ;0 
20250603;04:00:00;CAN5101;202523;CANX5101Q3A;13,74;2,06;19,71;N/A;100,00;32,19;14,49;1,95;10,88;6,61;-116,62;340,00;2.190,00;6,00;0,00;636,00;673,00;722 ;2.203 ;1 ;0 ;0,00;0,00;1.161.880.120,00;76.750.347,00;87 ;0 
20250603;04:00:00;CAN5102;202523;CANX5102Q1A;100,00;0,35;2,20;100,00;100,00;5,31;5,44;1,55;10,08;19,31;-119,09;865,00;803,00;69,00;3,00;723,00;515,00;647 ;226 ;87 ;54 ;0,00;0,00;1.163.260.342,00;224.614.868,00;65 ;0 
20250603;04:00:00;CAN5102;202523;CANX5102Q2A;69,74;1,01;4,22;100,00;100,00;4,37;3,63;1,45;9,70;26,48;-118,25;2.179,00;3.054,00;39,00;87,00;1.365,00;3.281,00;3.590 ;93 ;27 ;11 ;0,00;0,00;973.635.346,00;257.799.357,00;45 ;0 
20250603;04:00:00;CAN5102;202523;CANX5102Q3A;99,65;0,61;1,35;100,00;100,00;6,26;5,36;1,57;10,12;22,19;-119,00;2.289,00;2.280,00;23,00;60,00;1.531,00;1.028,00;1.072 ;12 ;21 ;16 ;0,00;0,00;987.610.318,00;219.150.442,00;52 ;0 
20250603;04:00:00;CAN5102;202523;CANX5102Q4A;100,00;0,00;0,85;100,00;N/A;6,37;8,51;1,58;10,69;10,25;-119,33;471,00;475,00;0,00;37,00;109,00;360,00;556 ;32 ;8 ;4 ;0,00;0,00;1.140.895.190,00;116.934.371,00;54 ;0 
20250603;04:00:00;CAN5103;202523;CANX5103Q1A;100,00;0,00;0,36;100,00;100,00;25,76;7,41;1,85;13,11;6,34;-119,06;278,00;279,00;8,00;10,00;322,00;1,00;12 ;21 ;14 ;5 ;0,00;0,00;1.167.389.616,00;74.018.550,00;93 ;0 
20250603;04:00:00;CAN5103;202523;CANX5103Q2A;100,00;0,17;0,25;100,00;100,00;12,74;14,17;1,61;13,21;9,20;-119,35;1.190,00;1.161,00;33,00;3,00;1.227,00;80,00;91 ;196 ;18 ;12 ;0,00;0,00;1.110.297.122,00;102.144.421,00;87 ;0 
20250603;04:00:00;CAN5104;202523;CANX5104Q1A;100,00;0,00;0,00;100,00;100,00;6,96;1,34;1,14;11,30;2,44;-120,33;286,00;289,00;2,00;16,00;137,00;138,00;236 ;50 ;8 ;4 ;0,00;0,00;1.102.826.958,00;26.906.113,00;6 ;0 
20250603;04:00:00;CAN5104;202523;CANX5104Q2A;100,00;0,00;0,00;100,00;100,00;11,07;3,26;1,58;11,34;1,77;-119,66;89,00;96,00;3,00;20,00;5,00;181,00;199 ;26 ;11 ;7 ;0,00;0,00;1.097.986.258,00;19.432.835,00;54 ;0 
20250603;04:00:00;CAN5104;202523;CANX5104Q3A;100,00;1,14;15,91;100,00;100,00;12,64;12,05;1,00;10,88;3,21;-120,18;88,00;64,00;7,00;22,00;42,00;71,00;105 ;15 ;10 ;4 ;0,00;0,00;1.101.717.668,00;35.368.054,00;8 ;0 
